"kingdom","phylum","class","order","family","genus","species","AphiaID","env","input"
"Animalia","Chordata","Teleostei","Gadiformes","Moridae","Halargyreus","Halargyreus johnsonii",126489,"Marine","Halargyreus johnsonii"
"Animalia","Chordata","Teleostei","Gadiformes","Moridae","Laemonema","Laemonema barbatulum",158979,"Marine","Laemonema barbatulum"
"Animalia","Chordata","Teleostei","Gadiformes","Moridae","Laemonema","Laemonema goodebeanorum",158980,"Marine","Laemonema goodebeanorum"
"Animalia","Chordata","Teleostei","Gadiformes","Moridae","Laemonema","Laemonema melanurum",158986,"Marine","Laemonema melanurum"
"Animalia","Chordata","Teleostei","Gadiformes","Moridae","Lepidion","Lepidion eques",126493,"Marine","Lepidion eques"
"Animalia","Chordata","Teleostei","Gadiformes","Moridae","Physiculus","Physiculus fulvus",158987,"Marine","Physiculus fulvus"
"Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Phycis","Phycis chesteri",158988,"Marine","Phycis chesteri"
"Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Urophycis","Urophycis chuss",126503,"Marine","Urophycis chuss"
"Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Urophycis","Urophycis regia",158991,"Marine","Urophycis regia"
"Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Urophycis","Urophycis tenuis",126504,"Marine","Urophycis tenuis"
"Animalia","Chordata","Teleostei","Perciformes","Aulorhynchidae","Aulorhynchus","Aulorhynchus flavidus",279839,"Marine","Aulorhynchus flavidus"
"Animalia","Chordata","Teleostei","Perciformes","Gasterosteidae","Apeltes","Apeltes quadracus",159436,"Marine-Freshwater-Brackish","Apeltes quadracus"
"Animalia","Chordata","Teleostei","Perciformes","Gasterosteidae","Culaea","Culaea inconstans",567530,"Freshwater","Culaea inconstans"
"Animalia","Chordata","Teleostei","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus",126505,"Marine-Freshwater-Brackish","Gasterosteus aculeatus"
"Animalia","Chordata","Teleostei","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus wheatlandi",159437,"Marine-Brackish","Gasterosteus wheatlandi"
"Animalia","Chordata","Teleostei","Perciformes","Gasterosteidae","Pungitius","Pungitius pungitius",126507,"Marine-Freshwater-Brackish","Pungitius pungitius"
"Animalia","Chordata","Teleostei","Perciformes","Gasterosteidae","Spinachia","Spinachia spinachia",126508,"Marine-Brackish","Spinachia spinachia"
"Animalia","Chordata","Teleostei","Gobiesociformes","Gobiesocidae","Gobiesox","Gobiesox maeandricus",275671,"Marine","Gobiesox maeandricus"
"Animalia","Chordata","Teleostei","Gobiesociformes","Gobiesocidae","Rimicola","Rimicola muscarum",282617,"Marine","Rimicola muscarum"
"Animalia","Chordata","Teleostei","Lampriformes","Lampridae","Lampris","Lampris guttatus",126522,"Marine","Lampris guttatus"
"Animalia","Chordata","Teleostei","Lampriformes","Regalecidae","Regalecus","Regalecus glesne",126525,"Marine","Regalecus glesne"
"Animalia","Chordata","Teleostei","Stylephoriformes","Stylephoridae","Stylephorus","Stylephorus chordatus",126526,"Marine","Stylephorus chordatus"
"Animalia","Chordata","Teleostei","Lampriformes","Trachipteridae","Trachipterus","Trachipterus altivelis",272531,"Marine","Trachipterus altivelis"
"Animalia","Chordata","Teleostei","Lampriformes","Trachipteridae","Trachipterus","Trachipterus trachypterus",126528,"Marine","Trachipterus trachypterus"
"Animalia","Chordata","Teleostei","Lampriformes","Trachipteridae","Zu","Zu cristatus",126529,"Marine","Zu cristatus"
"Animalia","Chordata","Holostei","Lepisosteiformes","Lepisosteidae","Lepisosteus","Lepisosteus oculatus",275402,"Freshwater-Brackish","Lepisosteus oculatus"
"Animalia","Chordata","Holostei","Lepisosteiformes","Lepisosteidae","Lepisosteus","Lepisosteus osseus",157872,"Freshwater-Brackish","Lepisosteus osseus"
"Animalia","Chordata","Holostei","Lepisosteiformes","Lepisosteidae","Lepisosteus","Lepisosteus platyrhincus",1017721,"Freshwater","Lepisosteus platyrhincus"
"Animalia","Chordata","Teleostei","Lophiiformes","Antennariidae","Fowlerichthys","Fowlerichthys ocellatus",712507,"Marine","Antennarius ocellatus"
"Animalia","Chordata","Teleostei","Lophiiformes","Antennariidae","Histrio","Histrio histrio",126533,"Marine","Histrio histrio"
"Animalia","Chordata","Teleostei","Lophiiformes","Caulophrynidae","Caulophryne","Caulophryne jordani",126534,"Marine","Caulophryne jordani"
"Animalia","Chordata","Teleostei","Lophiiformes","Ceratiidae","Ceratias","Ceratias holboelli",126537,"Marine","Ceratias holboelli"
"Animalia","Chordata","Teleostei","Lophiiformes","Ceratiidae","Ceratias","Ceratias uranoscopus",158796,"Marine","Ceratias uranoscopus"
"Animalia","Chordata","Teleostei","Lophiiformes","Ceratiidae","Cryptopsaras","Cryptopsaras couesii",126538,"Marine","Cryptopsaras couesii"
"Animalia","Chordata","Teleostei","Lophiiformes","Chaunacidae","Chaunacops","Chaunacops roseus",280135,"Marine","Bathychaunax roseus"
"Animalia","Chordata","Teleostei","Lophiiformes","Chaunacidae","Chaunax","Chaunax pictus",126539,"Marine","Chaunax pictus"
"Animalia","Chordata","Teleostei","Lophiiformes","Chaunacidae","Chaunax","Chaunax stigmaeus",159151,"Marine","Chaunax stigmaeus"
"Animalia","Chordata","Teleostei","Lophiiformes","Gigantactinidae","Gigantactis","Gigantactis longicirra",159155,"Marine","Gigantactis longicirra"
"Animalia","Chordata","Teleostei","Lophiiformes","Gigantactinidae","Gigantactis","Gigantactis macronema",159156,"Marine","Gigantactis macronema"
"Animalia","Chordata","Teleostei","Lophiiformes","Gigantactinidae","Gigantactis","Gigantactis vanhoeffeni",126542,"Marine","Gigantactis vanhoeffeni"
"Animalia","Chordata","Teleostei","Lophiiformes","Himantolophidae","Himantolophus","Himantolophus albinares",126543,"Marine","Himantolophus albinares"
"Animalia","Chordata","Teleostei","Lophiiformes","Himantolophidae","Himantolophus","Himantolophus groenlandicus",126545,"Marine","Himantolophus groenlandicus"
"Animalia","Chordata","Teleostei","Lophiiformes","Himantolophidae","Himantolophus","Himantolophus mauli",126546,"Marine","Himantolophus mauli"
"Animalia","Chordata","Teleostei","Lophiiformes","Linophrynidae","Haplophryne","Haplophryne mollis",126547,"Marine","Haplophryne mollis"
"Animalia","Chordata","Teleostei","Lophiiformes","Linophrynidae","Linophryne","Linophryne algibarbata",159180,"Marine","Linophryne algibarbata"
"Animalia","Chordata","Teleostei","Lophiiformes","Linophrynidae","Linophryne","Linophryne bicornis",159182,"Marine","Linophryne bicornis"
"Animalia","Chordata","Teleostei","Lophiiformes","Linophrynidae","Linophryne","Linophryne coronata",126549,"Marine","Linophryne coronata"
"Animalia","Chordata","Teleostei","Lophiiformes","Linophrynidae","Linophryne","Linophryne lucifer",126550,"Marine","Linophryne lucifer"
"Animalia","Chordata","Teleostei","Lophiiformes","Linophrynidae","Linophryne","Linophryne macrodon",272595,"Marine","Linophryne macrodon"
"Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius","Lophius americanus",159184,"Marine","Lophius americanus"
"Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius","Lophius piscatorius",126555,"Marine","Lophius piscatorius"
"Animalia","Chordata","Teleostei","Lophiiformes","Melanocetidae","Melanocetus","Melanocetus johnsonii",126556,"Marine","Melanocetus johnsonii"
"Animalia","Chordata","Teleostei","Lophiiformes","Melanocetidae","Melanocetus","Melanocetus murrayi",126557,"Marine","Melanocetus murrayi"
"Animalia","Chordata","Teleostei","Lophiiformes","Ogcocephalidae","Dibranchus","Dibranchus atlanticus",126558,"Marine","Dibranchus atlanticus"
"Animalia","Chordata","Teleostei","Lophiiformes","Ogcocephalidae","Halieutichthys","Halieutichthys aculeatus",159190,"Marine","Halieutichthys aculeatus"
"Animalia","Chordata","Teleostei","Lophiiformes","Ogcocephalidae","Ogcocephalus","Ogcocephalus corniger",159192,"Marine","Ogcocephalus corniger"
"Animalia","Chordata","Teleostei","Lophiiformes","Ogcocephalidae","Ogcocephalus","Ogcocephalus vespertilio",159195,"Marine","Ogcocephalus vespertilio"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Chaenophryne","Chaenophryne draco",126559,"Marine","Chaenophryne draco"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Chaenophryne","Chaenophryne longiceps",126560,"Marine","Chaenophryne longiceps"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Chaenophryne","Chaenophryne melanorhabdus",272616,"Marine","Chaenophryne melanorhabdus"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Danaphryne","Danaphryne nigrifilis",159201,"Marine","Danaphryne nigrifilis"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Dolopichthys","Dolopichthys allector",126562,"Marine","Dolopichthys allector"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Dolopichthys","Dolopichthys pullatus",159205,"Marine","Dolopichthys pullatus"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Leptacanthichthys","Leptacanthichthys gracilispinis",126566,"Marine","Leptacanthichthys gracilispinis"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Lophodolos","Lophodolos acanthognathus",126567,"Marine","Lophodolos acanthognathus"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Lophodolos","Lophodolos acanthognathus",126567,"Marine","Lophodolus acanthognathus"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Microlophichthys","Microlophichthys microlophus",126568,"Marine","Microlophichthys microlophus"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Oneirodes","Oneirodes acanthias",272620,"Marine","Oneirodes acanthias"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Oneirodes","Oneirodes bulbosus",254553,"Marine","Oneirodes bulbosus"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Oneirodes","Oneirodes carlsbergi",126570,"Marine","Oneirodes carlsbergi"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Oneirodes","Oneirodes epithales",159206,"Marine","Oneirodes epithales"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Oneirodes","Oneirodes eschrichtii",126572,"Marine","Oneirodes eschrichtii"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Oneirodes","Oneirodes macrosteus",126574,"Marine","Oneirodes macrosteus"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Oneirodes","Oneirodes schmidti",159207,"Marine","Oneirodes schmidti"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Oneirodes","Oneirodes thompsoni",254554,"Marine","Oneirodes thompsoni"
"Animalia","Chordata","Teleostei","Lophiiformes","Oneirodidae","Spiniphryne","Spiniphryne gladisfenae",159211,"Marine","Spiniphryne gladisfenae"
"Animalia","Chordata","Teleostei","Lophiiformes","Thaumatichthyidae","Lasiognathus","Lasiognathus beebei",126578,"Marine","Lasiognathus beebei"
"Animalia","Chordata","Teleostei","Lophiiformes","Thaumatichthyidae","Lasiognathus","Lasiognathus intermedius",159212,"Marine","Lasiognathus intermedius"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Benthosema","Benthosema glaciale",126580,"Marine","Benthosema glaciale"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Benthosema","Benthosema suborbitale",126581,"Marine","Benthosema suborbitale"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Bolinichthys","Bolinichthys distofax",272649,"Marine","Bolinichthys distofax"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Bolinichthys","Bolinichthys indicus",126582,"Marine","Bolinichthys indicus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Bolinichthys","Bolinichthys photothorax",158886,"Marine","Bolinichthys photothorax"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Bolinichthys","Bolinichthys supralateralis",126583,"Marine","Bolinichthys supralateralis"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Centrobranchus","Centrobranchus nigroocellatus",126584,"Marine","Centrobranchus nigroocellatus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Ceratoscopelus","Ceratoscopelus maderensis",126585,"Marine","Ceratoscopelus maderensis"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Ceratoscopelus","Ceratoscopelus townsendi",272656,"Marine","Ceratoscopelus townsendi"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Ceratoscopelus","Ceratoscopelus warmingii",126586,"Marine","Ceratoscopelus warmingii"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus anderseni",272657,"Marine","Diaphus anderseni"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus bertelseni",126588,"Marine","Diaphus bertelseni"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus brachycephalus",126589,"Marine","Diaphus brachycephalus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus dumerilii",126590,"Marine","Diaphus dumerilii"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus effulgens",126591,"Marine","Diaphus effulgens"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus fragilis",158887,"Marine","Diaphus fragilis"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus garmani",158888,"Marine","Diaphus garmani"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus holti",126592,"Marine","Diaphus holti"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus lucidus",126593,"Marine","Diaphus lucidus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus luetkeni",158889,"Marine","Diaphus luetkeni"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus metopoclampus",126594,"Marine","Diaphus metopoclampus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus mollis",126595,"Marine","Diaphus mollis"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus perspicillatus",158890,"Marine","Diaphus perspicillatus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus rafinesquii",126596,"Marine","Diaphus rafinesquii"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus roei",158892,"Marine","Diaphus roei"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus splendidus",158893,"Marine","Diaphus splendidus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus taaningi",158894,"Marine","Diaphus taaningi"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus termophilus",126598,"Marine","Diaphus termophilus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus theta",272694,"Marine","Diaphus theta"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diaphus","Diaphus vanhoeffeni",272698,"Marine","Diaphus vanhoeffeni"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Diogenichthys","Diogenichthys atlanticus",126599,"Marine","Diogenichthys atlanticus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Electrona","Electrona risso",126600,"Marine","Electrona risso"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Gonichthys","Gonichthys cocco",126601,"Marine","Gonichthys cocco"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Hygophum","Hygophum benoiti",126602,"Marine","Hygophum benoiti"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Hygophum","Hygophum hygomii",126603,"Marine","Hygophum hygomii"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Hygophum","Hygophum macrochir",158895,"Marine","Hygophum macrochir"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Hygophum","Hygophum reinhardtii",126604,"Marine","Hygophum reinhardtii"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Hygophum","Hygophum taaningi",126605,"Marine","Hygophum taaningi"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampadena","Lampadena anomala",126606,"Marine","Lampadena anomala"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampadena","Lampadena chavesi",126607,"Marine","Lampadena chavesi"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampadena","Lampadena luminosa",158896,"Marine","Lampadena luminosa"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampadena","Lampadena speculigera",126608,"Marine","Lampadena speculigera"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampadena","Lampadena urophaos",126609,"Marine","Lampadena urophaos"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus alatus",126610,"Marine","Lampanyctus alatus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus crocodilus",126612,"Marine","Lampanyctus crocodilus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus festivus",126614,"Marine","Lampanyctus festivus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus intricarius",126615,"Marine","Lampanyctus intricarius"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus jordani",272712,"Marine","Lampanyctus jordani"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus macdonaldi",126617,"Marine","Lampanyctus macdonaldi"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus nobilis",158897,"Marine","Lampanyctus nobilis"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus photonotus",126618,"Marine","Lampanyctus photonotus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus pusillus",126619,"Marine","Lampanyctus pusillus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus tenuiformis",158898,"Marine","Lampanyctus tenuiformis"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lepidophanes","Lepidophanes gaussi",126620,"Marine","Lepidophanes gaussi"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lepidophanes","Lepidophanes guentheri",126621,"Marine","Lepidophanes guentheri"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lobianchia","Lobianchia dofleini",158900,"Marine","Lobianchia dofleini"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lobianchia","Lobianchia gemellarii",158901,"Marine","Lobianchia gemellarii"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Loweina","Loweina rara",126625,"Marine","Loweina rara"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Myctophum","Myctophum affine",158902,"Marine-Brackish","Myctophum affine"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Dasyscopelus","Dasyscopelus asper",317659,"Marine","Myctophum asperum"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Myctophum","Myctophum nitidulum",126626,"Marine","Myctophum nitidulum"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Dasyscopelus","Dasyscopelus obtusirostris",1525495,"Marine","Myctophum obtusirostre"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Myctophum","Myctophum punctatum",126627,"Marine","Myctophum punctatum"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Dasyscopelus","Dasyscopelus selenops",1525496,"Marine","Myctophum selenops"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus ater",126611,"Marine","Nannobrachium atrum"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus cuprarius",126613,"Marine","Nannobrachium cuprarium"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus lineatus",126616,"Marine","Nannobrachium lineatum"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus regalis",301545,"Marine","Nannobrachium regale"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus ritteri",301548,"Marine","Nannobrachium ritteri"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Notolychnus","Notolychnus valdiviae",126629,"Marine","Notolychnus valdiviae"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Notoscopelus","Notoscopelus bolini",158913,"Marine","Notoscopelus bolini"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Notoscopelus","Notoscopelus caudispinosus",158914,"Marine","Notoscopelus caudispinosus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Notoscopelus","Notoscopelus elongatus",158915,"Marine","Notoscopelus elongatus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Notoscopelus","Notoscopelus japonicus",272727,"Marine","Notoscopelus japonicus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Notoscopelus","Notoscopelus kroyeri",272728,"Marine","Notoscopelus kroeyeri"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Notoscopelus","Notoscopelus kroyeri",272728,"Marine","Notoscopelus kroyeri"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Notoscopelus","Notoscopelus resplendens",158916,"Marine","Notoscopelus resplendens"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Protomyctophum","Protomyctophum arcticum",158917,"Marine","Protomyctophum arcticum"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Protomyctophum","Protomyctophum crockeri",272731,"Marine","Protomyctophum crockeri"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Protomyctophum","Protomyctophum thompsoni",272732,"Marine","Protomyctophum thompsoni"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius leucopsarus",254363,"Marine","Stenobrachius leucopsarus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius nannochir",254364,"Marine","Stenobrachius nannochir"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis",272733,"Marine","Symbolophorus californiensis"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus veranyi",126630,"Marine","Symbolophorus veranyi"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Taaningichthys","Taaningichthys bathyphilus",126631,"Marine","Taaningichthys bathyphilus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Taaningichthys","Taaningichthys minimus",126632,"Marine","Taaningichthys minimus"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Tarletonbeania","Tarletonbeania crenularis",282927,"Marine","Tarletonbeania crenularis"
"Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Tarletonbeania","Tarletonbeania taylori",282928,"Marine","Tarletonbeania taylori"
"Animalia","Chordata","Teleostei","Myctophiformes","Neoscopelidae","Neoscopelus","Neoscopelus macrolepidotus",126634,"Marine","Neoscopelus macrolepidotus"
"Animalia","Chordata","Teleostei","Notacanthiformes","Halosauridae","Aldrovandia","Aldrovandia affinis",126637,"Marine","Aldrovandia affinis"
"Animalia","Chordata","Teleostei","Notacanthiformes","Halosauridae","Aldrovandia","Aldrovandia gracilis",157880,"Marine","Aldrovandia gracilis"
"Animalia","Chordata","Teleostei","Notacanthiformes","Halosauridae","Aldrovandia","Aldrovandia oleosa",157881,"Marine","Aldrovandia oleosa"
"Animalia","Chordata","Teleostei","Notacanthiformes","Halosauridae","Aldrovandia","Aldrovandia phalacra",126638,"Marine","Aldrovandia phalacra"
"Animalia","Chordata","Teleostei","Notacanthiformes","Halosauridae","Halosauropsis","Halosauropsis macrochir",126639,"Marine","Halosauropsis macrochir"
"Animalia","Chordata","Teleostei","Notacanthiformes","Halosauridae","Halosaurus","Halosaurus guentheri",158557,"Marine","Halosaurus guentheri"
"Animalia","Chordata","Teleostei","Notacanthiformes","Notacanthidae","Lipogenys","Lipogenys gillii",158559,"Marine","Lipogenys gillii"
"Animalia","Chordata","Teleostei","Notacanthiformes","Notacanthidae","Notacanthus","Notacanthus bonaparte",126642,"Marine","Notacanthus bonaparte"
"Animalia","Chordata","Teleostei","Notacanthiformes","Notacanthidae","Notacanthus","Notacanthus chemnitzii",126643,"Marine","Notacanthus chemnitzii"
"Animalia","Chordata","Teleostei","Notacanthiformes","Notacanthidae","Polyacanthonotus","Polyacanthonotus challengeri",126644,"Marine","Polyacanthonotus challengeri"
"Animalia","Chordata","Teleostei","Notacanthiformes","Notacanthidae","Polyacanthonotus","Polyacanthonotus rissoanus",126645,"Marine","Polyacanthonotus rissoanus"
"Animalia","Chordata","Teleostei","Ophidiiformes","Bythitidae","Brosmophycis","Brosmophycis marginata",280000,"Marine","Brosmophycis marginata"
"Animalia","Chordata","Teleostei","Ophidiiformes","Bythitidae","Bythites","Bythites fuscus",272759,"Marine","Bythites fuscus"
"Animalia","Chordata","Teleostei","Ophidiiformes","Bythitidae","Cataetyx","Cataetyx laticeps",126657,"Marine","Cataetyx laticeps"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Thalassobathia","Thalassobathia pelagica",126660,"Marine","Thalassobathia pelagica"
"Animalia","Chordata","Teleostei","Ophidiiformes","Carapidae","Echiodon","Echiodon dawsoni",158996,"Marine","Echiodon dawsoni"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Barathrites","Barathrites parri",158999,"Marine","Barathrites parri"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Barathrodemus","Barathrodemus manatinus",159044,"Marine","Barathrodemus manatinus"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Bassogigas","Bassogigas gillii",159063,"Marine","Bassogigas gillii"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Bassozetus","Bassozetus zenkevitchi",272795,"Marine","Bassozetus zenkevitchi"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Benthocometes","Benthocometes robustus",126667,"Marine","Benthocometes robustus"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Chilara","Chilara taylori",280146,"Marine-Brackish","Chilara taylori"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Dicrolene","Dicrolene introniger",275895,"Marine","Dicrolene introniger"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Lepophidium","Lepophidium profundorum",158762,"Marine","Lepophidium profundorum"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Monomitopus","Monomitopus agassizii",158765,"Marine","Monomitopus agassizii"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Ophidion","Ophidion grayi",272823,"Marine","Ophidion grayi"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Ophidion","Ophidion selenops",158768,"Marine","Ophidion selenops"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Spectrunculus","Spectrunculus grandis",126678,"Marine","Spectrunculus grandis"
