"kingdom","phylum","class","order","family","genus","species","AphiaID","env","input"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Gerreidae","Eucinostomus","Eucinostomus argenteus",159732,"Marine-Freshwater-Brackish","Eucinostomus argenteus"
"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Clevelandia","Clevelandia ios",280215,"Marine-Brackish","Clevelandia ios"
"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Gobionellus","Gobionellus oceanicus",159753,"Marine-Freshwater-Brackish","Gobionellus hastatus"
"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Gobiosoma","Gobiosoma ginsburgi",159771,"Marine","Gobiosoma ginsburgi"
"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Lepidogobius","Lepidogobius lepidus",281292,"Marine","Lepidogobius lepidus"
"Animalia","Chordata","Teleostei","Acanthuriformes","Luvaridae","Luvarus","Luvarus imperialis",126974,"Marine","Luvarus imperialis"
"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Neogobius","Neogobius melanostomus",126916,"Marine-Freshwater-Brackish","Neogobius melanostomus"
"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Proterorhinus","Proterorhinus marmoratus",126933,"Marine-Freshwater-Brackish","Proterorhinus marmoratus"
"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Rhinogobiops","Rhinogobiops nicholsii",282580,"Marine","Rhinogobiops nicholsii"
"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Thorogobius","Thorogobius angolensis",273476,"Marine","Thorogobius angolensis"
"Animalia","Chordata","Teleostei","Scombriformes","Icosteidae","Icosteus","Icosteus aenigmaticus",281153,"Marine","Icosteus aenigmaticus"
"Animalia","Chordata","Teleostei","Carangiformes","Istiophoridae","Kajikia","Kajikia albida",712906,"Marine","Kajikia albida"
"Animalia","Chordata","Teleostei","Carangiformes","Istiophoridae","Makaira","Makaira nigricans",126950,"Marine","Makaira nigricans"
"Animalia","Chordata","Teleostei","Carangiformes","Istiophoridae","Kajikia","Kajikia albida",712906,"Marine","Tetrapterus albidus"
"Animalia","Chordata","Teleostei","Carangiformes","Istiophoridae","Tetrapturus","Tetrapturus georgii",126953,"Marine","Tetrapturus georgii"
"Animalia","Chordata","Teleostei","Carangiformes","Istiophoridae","Tetrapturus","Tetrapturus pfluegeri",126954,"Marine","Tetrapturus pfluegeri"
"Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus sectatrix",303486,"Marine","Kyphosus sectator"
"Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus sectatrix",303486,"Marine","Kyphosus sectatrix"
"Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Medialuna","Medialuna californiensis",281541,"Marine","Medialuna californiensis"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Halichoeres","Halichoeres bivittatus",158815,"Marine","Halichoeres bivittatus"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Tautoga","Tautoga onitis",158830,"Marine-Brackish","Tautoga onitis"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Tautogolabrus","Tautogolabrus adspersus",159785,"Marine","Tautogolabrus adspersus"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Thalassoma","Thalassoma bifasciatum",159786,"Marine","Thalassoma bifasciatum"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Xyrichtys","Xyrichtys novacula",126971,"Marine","Xyrichtys novacula"
"Animalia","Chordata","Teleostei","Acanthuriformes","Lobotidae","Lobotes","Lobotes surinamensis",126973,"Marine-Brackish","Lobotes surinamensis"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus cyanopterus",159796,"Marine-Brackish","Lutjanus cyanopterus"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Pristipomoides","Pristipomoides aquilonaris",159805,"Marine","Pristipomoides aquilonaris"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Rhomboplites","Rhomboplites aurorubens",159807,"Marine","Rhomboplites aurorubens"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Malacanthidae","Caulolatilus","Caulolatilus princeps",276217,"Marine","Caulolatilus princeps"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Malacanthidae","Lopholatilus","Lopholatilus chamaeleonticeps",159406,"Marine","Lopholatilus chamaeleonticeps"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Moronidae","Morone","Morone americana",151177,"Marine-Freshwater-Brackish","Morone americana"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Moronidae","Morone","Morone chrysops",422560,"Freshwater","Morone chrysops"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Moronidae","Morone","Morone saxatilis",151179,"Marine-Freshwater-Brackish","Morone saxatilis"
"Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",126983,"Marine-Freshwater-Brackish","Mugil cephalus"
"Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Mugil","Mugil curema",159416,"Marine-Freshwater-Brackish","Mugil curema"
"Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Mullus","Mullus auratus",159418,"Marine","Mullus auratus"
"Animalia","Chordata","Teleostei","Scombriformes","Nomeidae","Cubiceps","Cubiceps capensis",159423,"Marine","Cubiceps capensis"
"Animalia","Chordata","Teleostei","Scombriformes","Nomeidae","Cubiceps","Cubiceps gracilis",126990,"Marine","Cubiceps gracilis"
"Animalia","Chordata","Teleostei","Scombriformes","Nomeidae","Cubiceps","Cubiceps pauciradiatus",159424,"Marine","Cubiceps pauciradiatus"
"Animalia","Chordata","Teleostei","Scombriformes","Nomeidae","Nomeus","Nomeus gronovii",126991,"Marine","Nomeus gronovii"
"Animalia","Chordata","Teleostei","Scombriformes","Nomeidae","Psenes","Psenes maculatus",126992,"Marine-Brackish","Psenes maculatus"
"Animalia","Chordata","Teleostei","Scombriformes","Nomeidae","Psenes","Psenes pellucidus",126993,"Marine","Psenes pellucidus"
"Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima",279344,"Marine","Patagonotothen sima"
"Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen tessellata",279346,"Marine","Patagonotothen tessellata"
"Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen wiltoni",279348,"Marine","Patagonotothen wiltoni"
"Animalia","Chordata","Teleostei","Anabantiformes","Osphronemidae","Betta","Betta splendens",862539,"Freshwater","Betta splendens"
"Animalia","Chordata","Teleostei","Anabantiformes","Osphronemidae","Trichopodus","Trichopodus trichopterus",955902,"Freshwater","Trichogaster trichopterus"
"Animalia","Chordata","Teleostei","Acropomatiformes","Pentacerotidae","Pentaceros","Pentaceros wheeleri",313241,"Marine","Pseudopentaceros wheeleri"
"Animalia","Chordata","Teleostei","Acropomatiformes","Howellidae","Howella","Howella brodiei",126994,"Marine","Howella brodiei"
"Animalia","Chordata","Teleostei","Acropomatiformes","Howellidae","Howella","Howella sherborni",126995,"Marine","Howella sherborni"
"Animalia","Chordata","Teleostei","Perciformes","Percidae","Ammocrypta","Ammocrypta pellucida",1049455,"Freshwater","Ammocrypta pellucida"
"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","Etheostoma blennioides",954589,"Freshwater","Etheostoma blennioides"
"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","Etheostoma caeruleum",1022036,"Freshwater","Etheostoma caeruleum"
"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","Etheostoma exile",567531,"Freshwater","Etheostoma exile"
"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","Etheostoma flabellare",1022848,"Freshwater","Etheostoma flabellare"
"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","Etheostoma microperca",1019739,"Freshwater","Etheostoma microperca"
"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","Etheostoma nigrum",590491,"Freshwater","Etheostoma nigrum"
"Animalia","Chordata","Teleostei","Perciformes","Percidae","Etheostoma","Etheostoma olmstedi",723264,"Freshwater","Etheostoma olmstedi"
"Animalia","Chordata","Teleostei","Perciformes","Percidae","Gymnocephalus","Gymnocephalus cernua",405451,"Freshwater-Brackish","Gymnocephalus cernuus"
"Animalia","Chordata","Teleostei","Perciformes","Percidae","Perca","Perca flavescens",275313,"Freshwater-Brackish","Perca flavescens"
"Animalia","Chordata","Teleostei","Perciformes","Percidae","Percina","Percina caprodes",593219,"Freshwater","Percina caprodes"
"Animalia","Chordata","Teleostei","Perciformes","Percidae","Percina","Percina copelandi",1422313,"Freshwater","Percina copelandi"
"Animalia","Chordata","Teleostei","Perciformes","Percidae","Percina","Percina maculata",954586,"Freshwater","Percina maculata"
"Animalia","Chordata","Teleostei","Perciformes","Percidae","Percina","Percina shumardi",593220,"Freshwater","Percina shumardi"
"Animalia","Chordata","Teleostei","Perciformes","Percidae","Sander","Sander canadensis",723270,"Freshwater","Sander canadensis"
"Animalia","Chordata","Teleostei","Perciformes","Percidae","Sander","Sander vitreus",275311,"Freshwater-Brackish","Sander vitreus"
"Animalia","Chordata","Teleostei","Perciformes","Pholidae","Apodichthys","Apodichthys flavidus",279664,"Marine","Apodichthys flavidus"
"Animalia","Chordata","Teleostei","Perciformes","Pholidae","Apodichthys","Apodichthys fucorum",279665,"Marine","Apodichthys fucorum"
"Animalia","Chordata","Teleostei","Perciformes","Pholidae","Pholis","Pholis clemensi",273686,"Marine","Pholis clemensi"
"Animalia","Chordata","Teleostei","Perciformes","Pholidae","Pholis","Pholis fasciata",159846,"Marine","Pholis fasciata"
"Animalia","Chordata","Teleostei","Perciformes","Pholidae","Pholis","Pholis gunnellus",126996,"Marine-Brackish","Pholis gunnellus"
"Animalia","Chordata","Teleostei","Perciformes","Pholidae","Pholis","Pholis laeta",273689,"Marine","Pholis laeta"
"Animalia","Chordata","Teleostei","Perciformes","Pholidae","Pholis","Pholis ornata",273692,"Marine","Pholis ornata"
"Animalia","Chordata","Teleostei","Perciformes","Pholidae","Pholis","Pholis schultzi",273693,"Marine","Pholis schultzi"
"Animalia","Chordata","Teleostei","Carangaria incertae sedis","Polynemidae","Galeoides","Galeoides decadactylus",126997,"Marine-Brackish","Galeoides decadactylus"
"Animalia","Chordata","Teleostei","Acropomatiformes","Polyprionidae","Polyprion","Polyprion americanus",126998,"Marine","Polyprion americanus"
"Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Holacanthus","Holacanthus bermudensis",159284,"Marine","Holacanthus bermudensis"
"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Abudefduf","Abudefduf saxatilis",159288,"Marine","Abudefduf saxatilis"
"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion frenatus",278394,"Marine","Amphiprion frenatus"
"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Amphiprion","Amphiprion perideraion",278403,"Marine-Brackish","Amphiprion perideraion"
"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Dascyllus","Dascyllus marginatus",212849,"Marine","Dascyllus marginatus"
"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Plectroglyphidodon","Plectroglyphidodon sindonis",277234,"Marine","Plectroglyphidodon sindonis"
"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Stegastes","Stegastes leucostictus",159291,"Marine","Stegastes leucostictus"
"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Stegastes","Stegastes partitus",276677,"Marine","Stegastes partitus"
"Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Stegastes","Stegastes planifrons",276679,"Marine","Stegastes planifrons"
"Animalia","Chordata","Teleostei","Scombriformes","Pomatomidae","Pomatomus","Pomatomus saltatrix",151482,"Marine-Brackish","Pomatomus saltatrix"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Priacanthidae","Cookeolus","Cookeolus japonicus",127003,"Marine","Cookeolus japonicus"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Priacanthidae","Heteropriacanthus","Heteropriacanthus cruentatus",127004,"Marine","Heteropriacanthus cruentatus"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Priacanthidae","Priacanthus","Priacanthus arenatus",127005,"Marine","Priacanthus arenatus"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Priacanthidae","Pristigenys","Pristigenys alta",159295,"Marine","Pristigenys alta"
"Animalia","Chordata","Teleostei","Perciformes","Ptilichthyidae","Ptilichthys","Ptilichthys goodei",282508,"Marine","Ptilichthys goodei"
"Animalia","Chordata","Teleostei","Carangiformes","Rachycentridae","Rachycentron","Rachycentron canadum",127006,"Marine-Brackish","Rachycentron canadum"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Aplodinotus","Aplodinotus grunniens",590490,"Freshwater","Aplodinotus grunniens"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Atractoscion","Atractoscion nobilis",278535,"Marine","Atractoscion nobilis"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Cynoscion","Cynoscion regalis",159313,"Marine-Brackish","Cynoscion regalis"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Genyonemus","Genyonemus lineatus",280830,"Marine","Genyonemus lineatus"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Micropogonias","Micropogonias undulatus",151158,"Marine-Brackish","Micropogonias undulatus"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Pogonias","Pogonias cromis",159333,"Marine-Brackish","Pogonias cromis"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Seriphus","Seriphus politus",282761,"Marine","Seriphus politus"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Acanthocybium","Acanthocybium solandri",127014,"Marine","Acanthocybium solandri"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Auxis","Auxis rochei",127015,"Marine-Brackish","Auxis rochei"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Euthynnus","Euthynnus alletteratus",127017,"Marine-Brackish","Euthynnus alletteratus"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Katsuwonus","Katsuwonus pelamis",127018,"Marine","Katsuwonus pelamis"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Sarda","Sarda chiliensis",293729,"Marine","Sarda chiliensis"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Sarda","Sarda sarda",127021,"Marine-Brackish","Sarda sarda"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomber","Scomber colias",151174,"Marine-Brackish","Scomber colias"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomber","Scomber japonicus",127022,"Marine","Scomber japonicus"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomber","Scomber scombrus",127023,"Marine-Brackish","Scomber scombrus"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomberomorus","Scomberomorus cavalla",159340,"Marine","Scomberomorus cavalla"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomberomorus","Scomberomorus maculatus",159342,"Marine","Scomberomorus maculatus"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus","Thunnus alalunga",127026,"Marine","Thunnus alalunga"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus","Thunnus albacares",127027,"Marine-Brackish","Thunnus albacares"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus","Thunnus atlanticus",159343,"Marine","Thunnus atlanticus"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus","Thunnus obesus",127028,"Marine","Thunnus obesus"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus","Thunnus orientalis",273823,"Marine-Brackish","Thunnus orientalis"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus","Thunnus thynnus",127029,"Marine-Brackish","Thunnus thynnus"
"Animalia","Chordata","Teleostei","Scombriformes","Scombrolabracidae","Scombrolabrax","Scombrolabrax heterolepis",127030,"Marine","Scombrolabrax heterolepis"
"Animalia","Chordata","Teleostei","Perciformes","Scytalinidae","Scytalina","Scytalina cerdale",254370,"Marine","Scytalina cerdale"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Anthias","Anthias nicholsi",159344,"Marine","Anthias nicholsi"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Centropristis","Centropristis striata",159348,"Marine","Centropristis striata"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus areolatus",218204,"Marine","Epinephelus areolatus"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus morio",159354,"Marine","Epinephelus morio"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hyporthodus","Hyporthodus niveatus",475101,"Marine","Epinephelus niveatus"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Baldwinella","Baldwinella aureorubens",1015364,"Marine","Hemanthias aureorubens"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Baldwinella","Baldwinella vivanus",1019849,"Marine","Hemanthias vivanus"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Hyporthodus","Hyporthodus niveatus",475101,"Marine","Hyporthodus niveatus"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Rypticus","Rypticus bistrispinus",275958,"Marine","Rypticus bistrispinus"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Serranus","Serranus scriba",127043,"Marine","Serranus scriba"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Serranus","Serranus subligarius",159236,"Marine","Serranus subligarius"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Archosargus","Archosargus probatocephalus",159238,"Marine-Brackish","Archosargus probatocephalus"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Stenotomus","Stenotomus caprinus",159810,"Marine","Stenotomus caprinus"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Stenotomus","Stenotomus chrysops",159811,"Marine","Stenotomus chrysops"
"Animalia","Chordata","Teleostei","Carangaria incertae sedis","Sphyraenidae","Sphyraena","Sphyraena argentea",273978,"Marine","Sphyraena argentea"
"Animalia","Chordata","Teleostei","Carangaria incertae sedis","Sphyraenidae","Sphyraena","Sphyraena barracuda",345843,"Marine-Brackish","Sphyraena barracuda"
"Animalia","Chordata","Teleostei","Carangaria incertae sedis","Sphyraenidae","Sphyraena","Sphyraena borealis",159813,"Marine","Sphyraena borealis"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Acantholumpenus","Acantholumpenus mackayi",249703,"Marine-Brackish","Acantholumpenus mackayi"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Lumpenopsis","Lumpenopsis hypochroma",281437,"Marine","Allolumpenus hypochromus"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Anisarchus","Anisarchus medius",127070,"Marine","Anisarchus medius"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Anoplarchus","Anoplarchus insignis",279632,"Marine","Anoplarchus insignis"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Anoplarchus","Anoplarchus purpurescens",279633,"Marine","Anoplarchus purpurescens"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Bryozoichthys","Bryozoichthys marjorius",254575,"Marine","Bryozoichthys marjorius"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Chirolophis","Chirolophis ascanii",127071,"Marine","Chirolophis ascanii"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Chirolophis","Chirolophis decoratus",254576,"Marine","Chirolophis decoratus"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Chirolophis","Chirolophis japonicus",273989,"Marine","Chirolophis japonicus"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Chirolophis","Chirolophis nugator",254577,"Marine","Chirolophis nugator"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Chirolophis","Chirolophis tarsodes",273991,"Marine","Chirolophis tarsodes"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Eumesogrammus","Eumesogrammus praecisus",159817,"Marine","Eumesogrammus praecisus"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Leptoclinus","Leptoclinus maculatus",127072,"Marine","Leptoclinus maculatus"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Lumpenella","Lumpenella longirostris",254351,"Marine","Lumpenella longirostris"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Lumpenopsis","Lumpenopsis hypochroma",281437,"Marine","Lumpenopsis hypochroma"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Lumpenus","Lumpenus fabricii",127073,"Marine","Lumpenus fabricii"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Lumpenus","Lumpenus lampretaeformis",154675,"Marine","Lumpenus lampretaeformis"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Lumpenus","Lumpenus sagitta",254579,"Marine","Lumpenus sagitta"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Phytichthys","Phytichthys chirus",282255,"Marine","Phytichthys chirus"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Plectobranchus","Plectobranchus evides",282283,"Marine","Plectobranchus evides"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Poroclinus","Poroclinus rothrocki",254385,"Marine","Poroclinus rothrocki"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Soldatovia","Soldatovia polyactocephala",282820,"Marine","Soldatovia polyactocephala"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Stichaeus","Stichaeus punctatus",159819,"Marine","Stichaeus punctatus"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Ulvaria","Ulvaria subbifurcata",159821,"Marine","Ulvaria subbifurcata"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Xiphister","Xiphister atropurpureus",283194,"Marine","Xiphister atropurpureus"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Xiphister","Xiphister mucosus",283195,"Marine","Xiphister mucosus"
"Animalia","Chordata","Teleostei","Scombriformes","Stromateidae","Peprilus","Peprilus simillimus",276563,"Marine","Peprilus simillimus"
"Animalia","Chordata","Teleostei","Scombriformes","Stromateidae","Peprilus","Peprilus triacanthus",159828,"Marine-Brackish","Peprilus triacanthus"
"Animalia","Chordata","Teleostei","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus atlanticus",127079,"Marine","Tetragonurus atlanticus"
"Animalia","Chordata","Teleostei","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri",127080,"Marine","Tetragonurus cuvieri"
"Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Benthodesmus","Benthodesmus elongatus",127086,"Marine","Benthodesmus elongatus"
"Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Benthodesmus","Benthodesmus pacificus",274013,"Marine","Benthodesmus pacificus"
"Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Benthodesmus","Benthodesmus simonyi",127087,"Marine","Benthodesmus simonyi"
"Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Benthodesmus","Benthodesmus tenuis",159834,"Marine","Benthodesmus tenuis"
"Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Trichiurus","Trichiurus lepturus",127089,"Marine-Brackish","Trichiurus lepturus"
"Animalia","Chordata","Teleostei","Perciformes","Trichodontidae","Trichodon","Trichodon trichodon",283043,"Marine","Trichodon trichodon"
"Animalia","Chordata","Teleostei","Perciformes","Uranoscopidae","Astroscopus","Astroscopus ygraecum",159252,"Marine","Astroscopus y-graecum"
"Animalia","Chordata","Teleostei","Perciformes","Uranoscopidae","Kathetostoma","Kathetostoma averruncus",275989,"Marine","Kathetostoma averruncus"
"Animalia","Chordata","Teleostei","Carangiformes","Xiphiidae","Xiphias","Xiphias gladius",127094,"Marine","Xiphias gladius"
"Animalia","Chordata","Teleostei","Perciformes","Zaproridae","Zaprora","Zaprora silenus",254353,"Marine","Zaprora silenus"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Bothrocara","Bothrocara brunneum",279397,"Marine","Bothrocara brunneum"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Bothrocara","Bothrocara molle",234593,"Marine","Bothrocara molle"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Bothrocara","Bothrocara pusillum",279400,"Marine","Bothrocara pusillum"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Derepodichthys","Derepodichthys alepidotus",280501,"Marine","Derepodichthys alepidotus"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Gymnelus","Gymnelus hemifasciatus",254583,"Marine","Gymnelus hemifasciatus"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Gymnelus","Gymnelus retrodorsalis",127095,"Marine","Gymnelus retrodorsalis"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Gymnelus","Gymnelus viridis",127096,"Marine","Gymnelus viridis"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys camchatica",254591,"Marine","Lycenchelys camchatica"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys crotalinus",254592,"Marine","Lycenchelys crotalina"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys crotalinus",254592,"Marine","Lycenchelys crotalinus"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys jordani",274067,"Marine","Lycenchelys jordani"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys kolthoffi",127098,"Marine","Lycenchelys kolthoffi"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys alba",127097,"Marine","Lycenchelys labradorensis"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys micropora",274073,"Marine","Lycenchelys micropora"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys muraena",127099,"Marine","Lycenchelys muraena"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys paxillus",159257,"Marine","Lycenchelys paxillus"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys sarsii",127101,"Marine","Lycenchelys sarsii"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys verrillii",159258,"Marine","Lycenchelys verrillii"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycodapus","Lycodapus dermatinus",279387,"Marine","Lycodapus dermatinus"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycodapus","Lycodapus endemoscotus",279388,"Marine","Lycodapus endemoscotus"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycodapus","Lycodapus fierasfer",279389,"Marine","Lycodapus fierasfer"
