"kingdom","phylum","class","order","family","genus","species","AphiaID","env","input","dist","ocean","source","domain","inCanada"
"Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Trachinotus","Trachinotus carolinus",159652,"Marine-Brackish","Trachinotus carolinus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Trachinotus","Trachinotus goodei",159654,"Marine","Trachinotus goodei",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Lampriformes","Trachipteridae","Trachipterus","Trachipterus altivelis",272531,"Marine","Trachipterus altivelis",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Lampriformes","Trachipteridae","Trachipterus","Trachipterus trachypterus",126528,"Marine","Trachipterus trachypterus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Trachurus","Trachurus lathami",159655,"Marine","Trachurus lathami",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus",273305,"Marine","Trachurus symmetricus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Trachyrincus","Trachyrincus murrayi",126481,"Marine","Trachyrincus murrayi",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Trachyrincus","Trachyrincus scabrus",126482,"Marine","Trachyrincus scabrus",13.1917006152023,"Atlantic","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Scombriformes","Trichiuridae","Trichiurus","Trichiurus lepturus",127089,"Marine-Brackish","Trichiurus lepturus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Trichodontidae","Trichodon","Trichodon trichodon",283043,"Marine","Trichodon trichodon",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Bothidae","Trichopsetta","Trichopsetta orbisulcus",159215,"Marine","Trichopsetta orbisulcus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Bothidae","Trichopsetta","Trichopsetta ventralis",159217,"Marine","Trichopsetta ventralis",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Triglops","Triglops jordani",274398,"Marine","Triglops jordani",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Triglops","Triglops macellus",274399,"Marine","Triglops macellus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Triglops","Triglops murrayi",127205,"Marine","Triglops murrayi",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Triglops","Triglops nybelini",127206,"Marine","Triglops nybelini",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Triglops","Triglops pingelii",127207,"Marine","Triglops pingelii",0,"Atlantic-Arctic-Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Trigonolampa","Trigonolampa miriceps",127377,"Marine","Trigonolampa miriceps",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",159271,"Marine-Freshwater-Brackish","Trinectes maculatus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Trisopterus","Trisopterus esmarkii",126444,"Marine","Trisopterus esmarkii",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Ulvaria","Ulvaria subbifurcata",159821,"Marine","Ulvaria subbifurcata",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Aulopiformes","Paralepididae","Uncisudis","Uncisudis advena",272101,"Marine","Uncisudis advena",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Anguilliformes","Congridae","Uroconger","Uroconger syringinus",158574,"Marine","Uroconger syringinus",85.3795475101617,"Atlantic","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Urophycis","Urophycis chuss",126503,"Marine","Urophycis chuss",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Urophycis","Urophycis regia",158991,"Marine","Urophycis regia",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Urophycis","Urophycis tenuis",126504,"Marine","Urophycis tenuis",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Sternoptychidae","Valenciennellus","Valenciennellus tripunctulatus",127316,"Marine","Valenciennellus tripunctulatus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Anguilliformes","Nettastomatidae","Venefica","Venefica procera",158593,"Marine","Venefica procera",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Phosichthyidae","Vinciguerria","Vinciguerria attenuata",127302,"Marine","Vinciguerria attenuata",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Phosichthyidae","Vinciguerria","Vinciguerria nimbaria",127303,"Marine","Vinciguerria nimbaria",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Phosichthyidae","Vinciguerria","Vinciguerria poweriae",127304,"Marine","Vinciguerria poweriae",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Xanthichthys","Xanthichthys ringens",159486,"Marine","Xanthichthys ringens",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Xeneretmus","Xeneretmus latifrons",283171,"Marine","Xeneretmus latifrons",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Xeneretmus","Xeneretmus leiops",283172,"Marine","Xeneretmus leiops",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Xeneretmus","Xeneretmus triacanthus",283174,"Marine","Xeneretmus triacanthus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Alepocephaliformes","Alepocephalidae","Xenodermichthys","Xenodermichthys copei",126714,"Marine","Xenodermichthys copei",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Zeiformes","Grammicolepididae","Xenolepidichthys","Xenolepidichthys dalgleishi",159432,"Marine","Xenolepidichthys dalgleishi",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Anguilliformes","Congridae","Xenomystax","Xenomystax atrarius",283188,"Marine","Xenomystax atrarius",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Anguilliformes","Congridae","Xenomystax","Xenomystax congroides",283191,"Marine","Xenomystax congroides",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Carangiformes","Xiphiidae","Xiphias","Xiphias gladius",127094,"Marine","Xiphias gladius",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Xiphister","Xiphister atropurpureus",283194,"Marine","Xiphister atropurpureus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Xiphister","Xiphister mucosus",283195,"Marine","Xiphister mucosus",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus hellerii",283197,"Freshwater-Brackish","Xiphophorus hellerii",548.321247147435,"Pacific","Org_CanFish","eez focused","outside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Xyrichtys","Xyrichtys novacula",126971,"Marine","Xyrichtys novacula",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Zaniolepis","Zaniolepis latipinnis",283209,"Marine","Zaniolepis latipinnis",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Gonostomatidae","Zaphotias","Zaphotias pedaliotus",322499,"Marine","Bonapartia pedaliota",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Zaproridae","Zaprora","Zaprora silenus",254353,"Marine","Zaprora silenus",0,"Atlantic-Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Zeiformes","Zeniontidae","Zenion","Zenion hololepis",127421,"Marine","Zenion hololepis",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Zeiformes","Zeidae","Zenopsis","Zenopsis conchifer",127426,"Marine","Zenopsis conchifer",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Zesticelus","Zesticelus profundorum",283218,"Marine","Zesticelus profundorum",0,"Pacific","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Scophthalmidae","Zeugopterus","Zeugopterus punctatus",127151,"Marine","Zeugopterus punctatus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Zoarces","Zoarces americanus",159267,"Marine-Brackish","Zoarces americanus",0,"Atlantic-Arctic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Zoarces","Zoarces viviparus",127123,"Marine-Brackish","Zoarces viviparus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Lampriformes","Trachipteridae","Zu","Zu cristatus",126529,"Marine","Zu cristatus",0,"Atlantic","Org_CanFish","eez focused","inside"
"Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","Ablennes hians",159246,"Marine-Brackish","Ablennes hians",214.601291067069,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Beryciformes","Stephanoberycidae","Acanthochaenus","Acanthochaenus luetkenii",127280,"Marine","Acanthochaenus luetkenii",127.287225793197,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Acanthonus","Acanthonus armatus",158998,"Marine","Acanthonus armatus",0,"Pacific","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Tetraodontiformes","Ostraciidae","Acanthostracion","Acanthostracion polygonium",1577312,"Marine","Acanthostracion polygonius",1028.92422022276,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus chirurgus",159580,"Marine","Acanthurus chirurgus",103.154265602043,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","Acanthurus coeruleus",159581,"Marine","Acanthurus coeruleus",30.9843694571878,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Syngnathiformes","Syngnathidae","Amphelikturus","Amphelikturus dendriticus",316266,"Marine","Acentronura dendritica",0,"Atlantic","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Anguilliformes","Congridae","Acromycter","Acromycter perturbator",158564,"Marine","Acromycter perturbator",139.285742072188,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Agonopsis","Agonopsis vulsa",279522,"Marine","Agonopsis emmelane",0,"Pacific","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Dajaus","Dajaus monticola",1042835,"Marine-Freshwater-Brackish","Agonostomus monticola",1045.45466437213,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Podothecus","Podothecus accipenserinus",254501,"Marine","Agonus acipenserinus",0,"Pacific","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Leptagonus","Leptagonus decagonus",127191,"Marine","Agonus decagonus",0,"Atlantic-Arctic","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Alectis","Alectis ciliaris",159629,"Marine","Alectis ciliaris",0,"Atlantic","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Alepocephaliformes","Alepocephalidae","Alepocephalus","Alepocephalus productus",126683,"Marine","Alepocephalus productus",131.845454791087,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Lumpenopsis","Lumpenopsis hypochroma",281437,"Marine","Allolumpenus hypochromus",0,"Pacific","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Aluterus","Aluterus heudelotii",159489,"Marine","Aluterus heudelotii",0,"Atlantic","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Aluterus","Aluterus monoceros",127407,"Marine","Aluterus monoceros",85.6887339236904,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Aluterus","Aluterus schoepfii",159490,"Marine","Aluterus schoepfi",0,"Atlantic","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Anchoviella","Anchoviella perfasciata",158701,"Marine","Anchoviella perfasciata",514.525986646223,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Ancylopsetta","Ancylopsetta quadrocellata",308768,"Marine","Ancylopsetta ommata",466.270829461121,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Lophiiformes","Antennariidae","Fowlerichthys","Fowlerichthys ocellatus",712507,"Marine","Antennarius ocellatus",445.602307064002,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Lophiiformes","Antennariidae","Fowlerichthys","Fowlerichthys radiosus",712508,"Marine","Antennarius radiosus",0,"Atlantic","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Lophiiformes","Antennariidae","Antennarius","Antennarius striatus",158790,"Marine-Brackish","Antennarius striatus",708.050628020954,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycodes","Lycodes cortezianus",274097,"Marine","Aprodon cortezianus",0,"Pacific","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Apterichtus","Apterichtus kendalli",158598,"Marine","Apterichtus kendalli",271.160910073996,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Arctogadus","Arctogadus glacialis",126432,"Marine","Arctogadus borisovi",0,"Arctic-Atlantic","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Sternoptychidae","Argyropelecus","Argyropelecus lychnus",158836,"Marine","Argyropelecus lychnus lychnus",0,"Atlantic","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Sternoptychidae","Argyropelecus","Argyropelecus olfersii",274967,"Marine","Argyropelecus olfersi",0,"Atlantic","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Scombriformes","Ariommatidae","Ariomma","Ariomma melana",403239,"Marine","Ariomma melanum",0,"Atlantic","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Siluriformes","Ariidae","Ariopsis","Ariopsis felis",158709,"Marine-Brackish","Ariopsis felis",563.022440562361,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Aristostomias","Aristostomias lunifer",127318,"Marine","Aristostomias photodactylus",0,"Atlantic","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Ruscarius","Ruscarius meanyi",282637,"Marine","Artedius meanyi",0,"Pacific","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Aspidophoroides","Aspidophoroides olrikii",309268,"Marine-Brackish","Aspidophoroides olriki",0,"Atlantic-Arctic","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Bathyagonus","Bathyagonus alascanus",254503,"Marine","Asterotheca alascana",0,"Pacific","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Bathyagonus","Bathyagonus infraspinatus",254504,"Marine","Asterotheca infraspinata",0,"Pacific","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Agonidae","Bathyagonus","Bathyagonus pentacanthus",254506,"Marine","Asterotheca pentacanthus",0,"Pacific","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Astronesthes","Astronesthes neopogon",127327,"Marine","Astronesthes cyclophotus",330.853071610456,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Astronesthes","Astronesthes macropogon",127325,"Marine","Astronesthes macropogon",13.9085476333655,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Stomiiformes","Stomiidae","Astronesthes","Astronesthes similus",275036,"Marine","Astronesthes similis",0,"Atlantic","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Uranoscopidae","Astroscopus","Astroscopus guttatus",159251,"Marine","Astroscopus guttatus",510.983941410185,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Beryciformes","Cetomimidae","Ataxolepis","Ataxolepis apus",126408,"Marine","Ataxolepis apus",126.027272196658,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Atheriniformes","Atherinidae","Atherinops","Atherinops affinis",279812,"Marine-Brackish","Atherinops affinis affinis",226.420564734064,"Pacific","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Auxis","Auxis rochei",127015,"Marine-Brackish","Auxis rochei rochei",0,"Atlantic","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Auxis","Auxis thazard",127016,"Marine","Auxis thazard",0,"Atlantic","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Anguilliformes","Nemichthyidae","Avocettina","Avocettina infans",126304,"Marine","Avocettina gilli",0,"Atlantic-Pacific","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Siluriformes","Ariidae","Bagre","Bagre marinus",158713,"Marine-Brackish","Bagre marinus",0,"Atlantic","CaRMS","eez focused","inside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Bairdiella","Bairdiella chrysoura",159303,"Marine-Freshwater-Brackish","Bairdiella chrysoura",95.6011097404581,"Atlantic","CaRMS","eez focused","outside"
"Animalia","Chordata","Teleostei","Beloniformes","Exocoetidae","Cheilopogon","Cheilopogon exsiliens",126381,"Marine","Cheilopogon exsiliens",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Bathygadus","Bathygadus melanobranchus",126463,"Marine","Bathygadus melanobranchus",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Gadiformes","Moridae","Lepidion","Lepidion schmidti",126496,"Marine","Lepidion schmidti",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Lophiiformes","Linophrynidae","Linophryne","Linophryne brevibarbata",126548,"Marine","Linophryne brevibarbata",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Alepocephaliformes","Alepocephalidae","Einara","Einara edentula",126700,"Marine","Einara edentula",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Lipophrys","Lipophrys pholis",126768,"Marine","Lipophrys pholis",0,"Pacific","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus incisor",126955,"Marine","Kyphosus incisor",0,"Atlantic","OBIS","eez focused","inside"
NA,NA,NA,NA,NA,NA,NA,127016,NA,NA,0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Liparidae","Liparis","Liparis montagui",127220,"Marine","Liparis montagui",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes","Sebastes viviparus",127255,"Marine","Sebastes viviparus",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Stomiiformes","Phosichthyidae","Polymetme","Polymetme corythaeola",127300,"Marine","Polymetme corythaeola",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Canthidermis","Canthidermis maculata",127398,"Marine","Canthidermis maculata",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax moringa",158584,"Marine","Gymnothorax moringa",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Clupeiformes","Dorosomatidae","Opisthonema","Opisthonema oglinum",158695,"Marine","Opisthonema oglinum",0,"Atlantic","OBIS","eez focused","inside"
NA,NA,NA,NA,NA,NA,NA,158713,NA,NA,0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Aulopiformes","Synodontidae","Synodus","Synodus foetens",158758,"Marine-Brackish","Synodus foetens",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Ophidion","Ophidion marginatum",158767,"Marine","Ophidion marginatum",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Orthopristis","Orthopristis chrysoptera",158810,"Marine-Brackish","Orthopristis chrysoptera",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys lethostigma",158829,"Marine-Brackish","Paralichthys lethostigma",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Ophidiiformes","Carapidae","Carapus","Carapus bermudensis",158995,"Marine","Carapus bermudensis",0,"Atlantic","OBIS","eez focused","inside"
NA,NA,NA,NA,NA,NA,NA,158998,NA,NA,0,"Pacific","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Lagodon","Lagodon rhomboides",159249,"Marine-Freshwater-Brackish","Lagodon rhomboides",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Achiridae","Gymnachirus","Gymnachirus melas",159269,"Marine","Gymnachirus melas",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Cynoscion","Cynoscion nothus",159305,"Marine-Brackish","Cynoscion nothus",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Larimus","Larimus fasciatus",159320,"Marine-Brackish","Larimus fasciatus",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Leiostomus","Leiostomus xanthurus",159322,"Marine-Brackish","Leiostomus xanthurus",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Menticirrhus","Menticirrhus americanus",159326,"Marine-Brackish","Menticirrhus americanus",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Menticirrhus","Menticirrhus littoralis",159327,"Marine-Brackish","Menticirrhus littoralis",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Menticirrhus","Menticirrhus saxatilis",159329,"Marine-Brackish","Menticirrhus saxatilis",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Beryciformes","Melamphaidae","Melamphaes","Melamphaes pumilus",159330,"Marine","Melamphaes pumilus",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Stellifer","Stellifer lanceolatus",159337,"Marine-Brackish","Stellifer lanceolatus",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Serranidae","Centropristis","Centropristis philadelphica",159347,"Marine","Centropristis philadelphica",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Pseudupeneus","Pseudupeneus maculatus",159421,"Marine","Pseudupeneus maculatus",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Syngnathiformes","Syngnathidae","Microphis","Microphis brachyurus",159448,"Marine-Freshwater-Brackish","Microphis brachyurus",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Chloroscombrus","Chloroscombrus chrysurus",159483,"Marine-Brackish","Chloroscombrus chrysurus",0,"Atlantic","OBIS","eez focused","inside"
NA,NA,NA,NA,NA,NA,NA,159489,NA,NA,0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Cantherhines","Cantherhines pullus",159493,"Marine","Cantherhines pullus",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Perciformes","Triglidae","Prionotus","Prionotus tribulus",159577,"Marine","Prionotus tribulus",0,"Atlantic","OBIS","eez focused","inside"
NA,NA,NA,NA,NA,NA,NA,159629,NA,NA,0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Scombriformes","Chiasmodontidae","Dysalotus","Dysalotus alcocki",159665,"Marine","Dysalotus alcocki",0,"Arctic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Acanthuriformes","Ephippidae","Chaetodipterus","Chaetodipterus faber",159703,"Marine-Brackish","Chaetodipterus faber",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Gerreidae","Eucinostomus","Eucinostomus gula",159733,"Marine-Freshwater-Brackish","Eucinostomus gula",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus synagris",159800,"Marine","Lutjanus synagris",0,"Arctic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Carangaria incertae sedis","Sphyraenidae","Sphyraena","Sphyraena guachancho",159814,"Marine-Brackish","Sphyraena guachancho",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Scombriformes","Stromateidae","Peprilus","Peprilus paru",159827,"Marine-Brackish","Peprilus paru",0,"Atlantic","OBIS","eez focused","inside"
"Animalia","Chordata","Teleostei","Centrarchiformes","Kyphosidae","Kyphosus","Kyphosus bigibbus",218707,"Marine","Kyphosus bigibbus",0,"Atlantic","OBIS","eez focused","inside"
