"AphiaID","ScientificName","Authority","DrID","Locality","Latitude","Longitude","Source","MinDepth","MaxDepth","UnacceptReason","UnacceptSource","Kingdom","Phylum","Class","Order","Family","Genus","Subgenus","Species","Subspecies"
"109712","Alexandrium ostenfeldii","(Paulsen) Balech & Tangen, 1985","822796","Scandinavia","","","Faust, M.A. and Gulledge, R.A. (2002). Identifying Harmful Marine Dinoflagellates: Harmful Marine Dinoflagellate Taxa. <em>Smithsonian Institution. Contributions from the United States National Herbarium.</em> 42, 1-144.","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","ostenfeldii",""
"109712","Alexandrium ostenfeldii","(Paulsen) Balech & Tangen, 1985","323558","North West Atlantic","","","North-West Atlantic Ocean species (NWARMS)","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","ostenfeldii",""
"109712","Alexandrium ostenfeldii","(Paulsen) Balech & Tangen, 1985","591600","Iceland","","","","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","ostenfeldii",""
"109712","Alexandrium ostenfeldii","(Paulsen) Balech & Tangen, 1985","630120","Gulf of Maine","","","North-West Atlantic Ocean species (NWARMS)","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","ostenfeldii",""
"109712","Alexandrium ostenfeldii","(Paulsen) Balech & Tangen, 1985","814135","Romanian part of the Black Sea","","","Molnar, J.L., R.L. Gamboa, C. Revenga & M.D. Spalding. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","ostenfeldii",""
"109712","Alexandrium ostenfeldii","(Paulsen) Balech & Tangen, 1985","858051","Swedish part of the Baltic Sea","","","Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden. ","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","ostenfeldii",""
"109712","Alexandrium ostenfeldii","(Paulsen) Balech & Tangen, 1985","814140","Coastal Waters of Southeast Alaska and British Columbia","","","Molnar, J.L., R.L. Gamboa, C. Revenga & M.D. Spalding. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","ostenfeldii",""
"109713","Alexandrium pseudogonyaulax","(Biecheler) Horiguchi ex K.Yuki & Y.Fukuyo, 1992","1443694","Maltese part of the Mediterranean Sea - Eastern Basin","","","Katsanevakis, S.; Poursanidis, D.; Hoffman, R.; Rizgalla, J.; Rothman, S. B. -S.; Levitt-Barmats, Y.; Hadjioannou, L.; Trkov, D.; Garmendia, J. M.; Rizzo, M.; Bartolo, A. G.; Bariche, M.; Tomas, F.; Kleitou, P.; Schembri, P. J.; Kletou, D.; Tiralongo, F.; Pergent, C.; Pergent, G.; Azzurro, E.; Bilecenoglu, M.; Lodola, A.; Ballesteros, E.; Gerovasileiou, V.; Verlaque, M.; Occhipinti-Ambrogi, A.; Kytinou, E.; Dailianis, T.; Ferrario, J.; Crocetta, F.; Jimenez, C.; Evans, J.; Ragkousis, M.; Lipej, L.; Borg, J. A.; Dimitriadis, C.; Chatzigeorgiou, G.; Albano, P. G.; Kalogirou, S.; Bazairi, H.; Espinosa, F.; Ben Souissi, J.; Tsiamis, K.; Badalamenti, F.; Langeneck, J.; Noel, P.; Deidun, A.; Marchini, A.; Skouradakis, G.; Royo, L.; Sini, M.; Bianchi, C. N.; Sghaier, Y. -R.; Ghanem, R.; Doumpas, N.; Zaouali, J.; Tsirintanis, K.; Papadakis, O.; Morri, C.; Çinar, M. E.; Terrados, J.; Insacco, G.; Zava, B.; Soufi- Kechaou, E.; Piazzi, L.; Ounifi Ben Amor, K.; Andriotis, E.; Gambi, M. C.; Ben Amor, M. M.; Garrabou, J.; Linares, C.; Fortič, A.; Digenis, M.; Cebrian, E.; Fourt, M.; Zotou, M.; Castriota, L.; Di Martino, V.; Rosso, A.; Pipitone, C.; Falautano, M.; García, M.; Zakhama-Sraieb, R.; Khamassi, F.; Mannino, A. M.; Ktari, M. H.; Kosma, I.; Rifi, M.; Karachle, P. K.; Yapıcı, S.; Bos, A. R.; Balistreri, P.; Ramos Esplá, A. A.; Tempesti, J.; Inglese, O.; Giovos, I.; Damalas, D.; Benhissoune, S.; Huseyinoglu, M. F.; Rjiba- Bahri, W.; Santamaría, J.; Orlando-Bonaca, M.; Izquierdo, A.; Stamouli, C.; Montefalcone, M.; Cerim, H.; Golo, R.; Tsioli, S.; Orfanidis, S.; Michailidis, N.; Gaglioti, M.; Taşkın, E.; Mancuso, E.; Žunec, A.; Cvitković, I.; Filiz, H.; Sanfilippo, R.; Siapatis, A.; Mavrič, B.; Karaa, S.; Türker, A.; Monniot, F.; Verdura, J.; El Ouamari, N.; Selfati, M.; Zenetos, A. (2020). Unpublished Mediterranean records of marine alien and cryptogenic species. <em>BioInvasions Records.</em> 9(2): 165-182.","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","pseudogonyaulax",""
"109713","Alexandrium pseudogonyaulax","(Biecheler) Horiguchi ex K.Yuki & Y.Fukuyo, 1992","702973","Bay of Fundy","","","Klein, G., Martin, J.L. and Kaczmarska, I. 2010.  Biological synopsis of phytoplankton new to the Bay of Fundy. Can. Manuscr. Rep. Fish. Aquat. Sci. 2919: v+28p.
","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","pseudogonyaulax",""
"109713","Alexandrium pseudogonyaulax","(Biecheler) Horiguchi ex K.Yuki & Y.Fukuyo, 1992","563801","Mediterranean Sea","","","Streftaris, N., A. Zenetos & E. Papathanassiou. (2005). Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas. <em>Oceanogry and Marine Biology: an Annual Review.</em> 43: 419-453.","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","pseudogonyaulax",""
"109713","Alexandrium pseudogonyaulax","(Biecheler) Horiguchi ex K.Yuki & Y.Fukuyo, 1992","702929","North Atlantic","","","Klein, G., Martin, J.L. and Kaczmarska, I. 2010.  Biological synopsis of phytoplankton new to the Bay of Fundy. Can. Manuscr. Rep. Fish. Aquat. Sci. 2919: v+28p.
","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","pseudogonyaulax",""
"109713","Alexandrium pseudogonyaulax","(Biecheler) Horiguchi ex K.Yuki & Y.Fukuyo, 1992","702951","North West Atlantic","","","Klein, G., Martin, J.L. and Kaczmarska, I. 2010.  Biological synopsis of phytoplankton new to the Bay of Fundy. Can. Manuscr. Rep. Fish. Aquat. Sci. 2919: v+28p.
","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","pseudogonyaulax",""
"109713","Alexandrium pseudogonyaulax","(Biecheler) Horiguchi ex K.Yuki & Y.Fukuyo, 1992","288010","European waters (ERMS scope)","","","Brandt, S. (2001). Dinoflagellates, <B><I>in</I></B>: Costello, M.J. <i>et al.</i> (Ed.) (2001). <i>European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification. Collection Patrimoines Naturels,</i> 50: pp. 47-53","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","pseudogonyaulax",""
"109713","Alexandrium pseudogonyaulax","(Biecheler) Horiguchi ex K.Yuki & Y.Fukuyo, 1992","781595","Swedish Exclusive Economic Zone","","","Dyntaxa. (2013). Swedish Taxonomic Database. Accessed at www.dyntaxa.se [15-01-2013].","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","pseudogonyaulax",""
"109713","Alexandrium pseudogonyaulax","(Biecheler) Horiguchi ex K.Yuki & Y.Fukuyo, 1992","814144","Ukrainian Exclusive Economic Zone","","","Terenko, L.M. (2003). Dinoflagellates as monitoring object in the urban area of the port of Odessa (Black Sea, Ukraine). In: Proc. the 4th European Congress of Protistology and 10th European Conference on Ciliate Biology. (31 August - 5 September, 2003, S.).","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","pseudogonyaulax",""
"109713","Alexandrium pseudogonyaulax","(Biecheler) Horiguchi ex K.Yuki & Y.Fukuyo, 1992","788689","Tunisian Exclusive Economic Zone","","","Phytoplankton Database of Tunisia (Réseaux de Bio-Surveillance des Zones Chonchylicoles)","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","pseudogonyaulax",""
"109713","Alexandrium pseudogonyaulax","(Biecheler) Horiguchi ex K.Yuki & Y.Fukuyo, 1992","804397","New Zealand Exclusive Economic Zone","","","Chang, F.H.; Charleston, W.A.G.; McKenna, P.B.; Clowes, C.D.; Wilson, G.J.; Broady, P.A. (2012). Phylum Myzozoa: dinoflagellates, perkinsids, ellobiopsids, sporozoans, in: Gordon, D.P. (Ed.) (2012). New Zealand inventory of biodiversity: 3. Kingdoms Bacteria, Protozoa, Chromista, Plantae, Fungi. pp. 175-216.","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","pseudogonyaulax",""
"109714","Alexandrium tamarense","(Lebour) Balech, 1995","788690","Tunisian Exclusive Economic Zone","","","Phytoplankton Database of Tunisia (Réseaux de Bio-Surveillance des Zones Chonchylicoles)","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","tamarense",""
"109714","Alexandrium tamarense","(Lebour) Balech, 1995","893274","Ukrainian Exclusive Economic Zone","","","Alexandrov, B., A. Boltachev, T. Kharchenko, A. Lyashenko, M. Son, P. Tsarenko & V. Zhukinsky. (2007). Trends of aquatic alien species invasions in Ukraine. <em>Aquatic Invasions. Vol. 2, Issue 3, 215-242.</em> 2(3):215-242.","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","tamarense",""
"109714","Alexandrium tamarense","(Lebour) Balech, 1995","781596","Swedish Exclusive Economic Zone","","","Dyntaxa. (2013). Swedish Taxonomic Database. Accessed at www.dyntaxa.se [15-01-2013].","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","tamarense",""
"109714","Alexandrium tamarense","(Lebour) Balech, 1995","288011","European waters (ERMS scope)","","","Brandt, S. (2001). Dinoflagellates, <B><I>in</I></B>: Costello, M.J. <i>et al.</i> (Ed.) (2001). <i>European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification. Collection Patrimoines Naturels,</i> 50: pp. 47-53","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","tamarense",""
"109714","Alexandrium tamarense","(Lebour) Balech, 1995","814146","North Atlantic","","","Molnar, J.L., R.L. Gamboa, C. Revenga & M.D. Spalding. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.","","","Type locality of this species is in the Tamar estuary, England. Nevertheless in the Feroe Islands it is probably a different species that can only be identified by molecular marquers","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","tamarense",""
"109714","Alexandrium tamarense","(Lebour) Balech, 1995","591598","Tamar estuary","","","","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","tamarense",""
"109714","Alexandrium tamarense","(Lebour) Balech, 1995","563816","Mediterranean Sea","","","Penna, A., Fraga, S., Maso, M., Giacobbe, M. G., Bravo, I., Garces, E., Vila, M., Bertozzini, E., Andreoni, F., Luglie, A. & Vernesi, C. 2008. Phylogenetic relationships among the Mediterranean <i>Alexandrium</i> (Dinophyceae) species based on sequences of 5.8S gene and Internal Transcript Spacers of the rRNA operon. European Journal of Phycology 43:163-78.","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","tamarense",""
"109714","Alexandrium tamarense","(Lebour) Balech, 1995","563818","North Sea","","","Streftaris, N., A. Zenetos & E. Papathanassiou. (2005). Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas. <em>Oceanogry and Marine Biology: an Annual Review.</em> 43: 419-453.","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","tamarense",""
"109714","Alexandrium tamarense","(Lebour) Balech, 1995","1437835","Brazilian part of the South Atlantic Ocean","","","Teixeira, L.; Creed, J. (2020). A decade on: an updated assessment of the status of marine non-indigenous species in Brazil. <em>Aquatic Invasions.</em> 15(1): 30-43.","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","tamarense",""
"109714","Alexandrium tamarense","(Lebour) Balech, 1995","1431176","Chinese part of the Yellow Sea","","","Xiong, W.; Shen, C.; Wu, Z.; Lu, H.; Yan, Y. (2017). A brief overview of known introductions of non-native marine and coastal species into China. <em>Aquatic Invasions.</em> 12(1): 109-115.","","","","","Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ostreopsidaceae","Alexandrium","","tamarense",""
"226662","Alienacanthomysis macropsis","(W. Tattersall, 1932)","645780","North East Pacific","","","Müller, H. G. (1993). World catalogue and bibliography of the recent Mysidacea. 238p.","","","","","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Alienacanthomysis","","macropsis",""
"226662","Alienacanthomysis macropsis","(W. Tattersall, 1932)","748012","North East Pacific","","","Institute of Ocean Science Zooplankton Database","","","","","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Alienacanthomysis","","macropsis",""
"226662","Alienacanthomysis macropsis","(W. Tattersall, 1932)","750444","Eastern Central Pacific","","","Mauchline, J.; Murano, M. (1977). World list of the Mysidacea, Crustacea. <em>J. Tokyo Univ. Fish.</em> 64 (1): 39-88.","","","","","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Alienacanthomysis","","macropsis",""
"226662","Alienacanthomysis macropsis","(W. Tattersall, 1932)","747642","FAO fishing area 67","","","Institute of Ocean Science Zooplankton Database","","","","","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Alienacanthomysis","","macropsis",""
"226662","Alienacanthomysis macropsis","(W. Tattersall, 1932)","750337","North Pacific","","","Mauchline, J.; Murano, M. (1977). World list of the Mysidacea, Crustacea. <em>J. Tokyo Univ. Fish.</em> 64 (1): 39-88.","","","","","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Alienacanthomysis","","macropsis",""
"156815","Aligena elevata","(W. Stimpson, 1851)","323559","North West Atlantic","","","North-West Atlantic Ocean species (NWARMS)","","","","","Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Aligena","","elevata",""
"156815","Aligena elevata","(W. Stimpson, 1851)","674100","Gulf of Mexico","","","Felder, D.L. & D.K. Camp (Eds.). (2009). Gulf of Mexico: origin, waters, and biota. Volume 1, Biodiversity. <em>Texas A&M University Press,.</em> 1393 pp.","","","","","Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Aligena","","elevata",""
"234850","Alitta succinea","(Leuckart, 1847)","673331","Gulf of Mexico","","","Felder, D.L. & D.K. Camp (Eds.). (2009). Gulf of Mexico: origin, waters, and biota. Volume 1, Biodiversity. <em>Texas A&M University Press,.</em> 1393 pp.","","","","","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","","succinea",""
"234850","Alitta succinea","(Leuckart, 1847)","814161","Caribbean Sea","","","Molnar, J.L., R.L. Gamboa, C. Revenga & M.D. Spalding. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.","","","","","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","","succinea",""
"234850","Alitta succinea","(Leuckart, 1847)","749024","Manicouagan","","","Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p","","","","","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","","succinea",""
"234850","Alitta succinea","(Leuckart, 1847)","749378","St. Lawrence Estuary","","","Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p","","","","","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","","succinea",""
"234850","Alitta succinea","(Leuckart, 1847)","701452","Atlantic Ocean","","","Natural Geography in Shore Areas (NaGISA) database, compiled by Ann Knowlton.","","","","","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","","succinea",""
"234850","Alitta succinea","(Leuckart, 1847)","1441350","United States part of the North Pacific Ocean","","","Grosholz, E. D.; Crafton, R. E.; Fontana, R. E.; Pasari, J. R.; Williams, S. L.; Zabin, C. J. (2015). Aquaculture as a vector for marine invasions in California. <em>Biological Invasions.</em> 17(5): 1471-1484.","","","","","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","","succinea",""
"234850","Alitta succinea","(Leuckart, 1847)","701451","Canada","","","Natural Geography in Shore Areas (NaGISA) database, compiled by Ann Knowlton.","","","","","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","","succinea",""
"234850","Alitta succinea","(Leuckart, 1847)","822510","Australian Exclusive Economic Zone","","","Department of Agriculture, Fisheries and Forestry (DAFF), Australia. (2009). NIMPIS (National Introduced Marine Pest Information System). The National System for the Prevention and Management of Marine Pest Incursions. ","","","","","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","","succinea",""
"234850","Alitta succinea","(Leuckart, 1847)","814162","Australian Exclusive Economic Zone","","","Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.","","","","","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","","succinea",""
"234850","Alitta succinea","(Leuckart, 1847)","655229","Greek Exclusive Economic Zone","","","Faulwetter, Sarah (2010). Check-list of marine Polychaeta from Greece. Aristotle University of Thessaloniki. Assembled in the framework of the EU FP7 PESI project.","","","","","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","","succinea",""
"234850","Alitta succinea","(Leuckart, 1847)","663344","New Zealand Exclusive Economic Zone","","","Glasby, Christopher J.; Read, Geoffrey B.; Lee, Kenneth E.; Blakemore, R.J.; Fraser, P.M.; Pinder, A.M.; Erséus, C.; Moser, W.E.; Burreson, E.M.; Govedich, F.R.; Davies, R.W.; Dawson, E.W. (2009). Phylum Annelida: bristleworms, earthworms, leeches. <em>[Book chapter].</em> Chapt 17, pp. 312-358. in: Gordon, D.P. (Ed.) (2009). New Zealand inventory of biodiversity: 1. Kingdom Animalia: Radiata, Lophotrochozoa, Deuterostomia. Canterbury University Press, Christchurch.","","","","","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","","succinea",""
"234850","Alitta succinea","(Leuckart, 1847)","651846","Belgian Exclusive Economic Zone","","","Wittoeck, Jan","","","","","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","","succinea",""
"234851","Alitta virens","(M. Sars, 1835)","775104","Gulf of St. Lawrence","","","Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec","","","","","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","","virens",""
"234851","Alitta virens","(M. Sars, 1835)","776087","Canadian Exclusive Economic Zone [Arctic part]","","","Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec","","","","","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","","virens",""
"234851","Alitta virens","(M. Sars, 1835)","776386","Canadian Exclusive Economic Zone [Atlantic part]","","","Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec","","","","","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","","virens",""
"234851","Alitta virens","(M. Sars, 1835)","651861","Belgian Exclusive Economic Zone","","","Wittoeck, Jan","","","","","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","","virens",""
"234851","Alitta virens","(M. Sars, 1835)","769718","St. Lawrence Estuary","","","Préfontaine, G. & P. Brunel. (1962). Liste d'invertébrés marins recueillis dans l'estuaire du Saint-Laurent de 1929 à 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1.","","","","","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","","virens",""
"234851","Alitta virens","(M. Sars, 1835)","670808","Gulf of Mexico","","","Felder, D.L. & D.K. Camp (Eds.). (2009). Gulf of Mexico: origin, waters, and biota. Volume 1, Biodiversity. <em>Texas A&M University Press,.</em> 1393 pp.","","","","","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","","virens",""
"100933","Allantactis parasitica","Danielssen, 1890","1502856","Russian Exclusive economic Zone","74.65","165.25","Broch, H., 1936. Spongia, Coelenterata, and Actiniaria. Norwegian North Polar Exped. with the ""Maud"", 1918-1925, Sci. Res. 5 18: 1-5.","56","","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
"100933","Allantactis parasitica","Danielssen, 1890","1502857","Russian Exclusive economic Zone","73.25","175.5","Broch, H., 1936. Spongia, Coelenterata, and Actiniaria. Norwegian North Polar Exped. with the ""Maud"", 1918-1925, Sci. Res. 5 18: 1-5.","45","","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
"100933","Allantactis parasitica","Danielssen, 1890","1502858","Russian Exclusive economic Zone","75.4","164.3","Broch, H., 1936. Spongia, Coelenterata, and Actiniaria. Norwegian North Polar Exped. with the ""Maud"", 1918-1925, Sci. Res. 5 18: 1-5.","58","","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
"100933","Allantactis parasitica","Danielssen, 1890","1502859","Russian Exclusive economic Zone","75.5","164.47","Broch, H., 1936. Spongia, Coelenterata, and Actiniaria. Norwegian North Polar Exped. with the ""Maud"", 1918-1925, Sci. Res. 5 18: 1-5.","58","","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
"100933","Allantactis parasitica","Danielssen, 1890","1502860","Russian Exclusive economic Zone","75.48","163.67","Broch, H., 1936. Spongia, Coelenterata, and Actiniaria. Norwegian North Polar Exped. with the ""Maud"", 1918-1925, Sci. Res. 5 18: 1-5.","54","","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
"100933","Allantactis parasitica","Danielssen, 1890","1500614","Russian Exclusive economic Zone","72.33","153.5","Carlgren, O. (1942). Actiniaria Part II. Danish Ingolf-Expedition, 5, 12, 1-92","18.288","","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
"100933","Allantactis parasitica","Danielssen, 1890","1500615","Russian Exclusive economic Zone","75.48","163.67","Carlgren, O. (1942). Actiniaria Part II. Danish Ingolf-Expedition, 5, 12, 1-92","54","","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
"100933","Allantactis parasitica","Danielssen, 1890","1500616","Russian Exclusive economic Zone","75.4","164.3","Carlgren, O. (1942). Actiniaria Part II. Danish Ingolf-Expedition, 5, 12, 1-92","58","","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
"100933","Allantactis parasitica","Danielssen, 1890","1500617","Russian Exclusive economic Zone","74.65","166.25","Carlgren, O. (1942). Actiniaria Part II. Danish Ingolf-Expedition, 5, 12, 1-92","56","","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
"100933","Allantactis parasitica","Danielssen, 1890","1500618","Russian Exclusive economic Zone","73.25","175.5","Carlgren, O. (1942). Actiniaria Part II. Danish Ingolf-Expedition, 5, 12, 1-92","45","","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
"100933","Allantactis parasitica","Danielssen, 1890","1501544","Russian Exclusive economic Zone","79","79","Carlgren, O. (1942). Actiniaria Part II. Danish Ingolf-Expedition, 5, 12, 1-92","109.728","292.608","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
"100933","Allantactis parasitica","Danielssen, 1890","1501078","Russian Exclusive economic Zone","75.1","36.9","Carlgren, O. (1942). Actiniaria Part II. Danish Ingolf-Expedition, 5, 12, 1-92","","","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
"100933","Allantactis parasitica","Danielssen, 1890","1501079","Russian Exclusive economic Zone","69.25","34.5","Carlgren, O. (1942). Actiniaria Part II. Danish Ingolf-Expedition, 5, 12, 1-92","20","110","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
"100933","Allantactis parasitica","Danielssen, 1890","1501080","Russian Exclusive economic Zone","72","38","Carlgren, O. (1942). Actiniaria Part II. Danish Ingolf-Expedition, 5, 12, 1-92","274","","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
"100933","Allantactis parasitica","Danielssen, 1890","1501081","Russian Exclusive economic Zone","72.32","47.75","Carlgren, O. (1942). Actiniaria Part II. Danish Ingolf-Expedition, 5, 12, 1-92","220","","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
"100933","Allantactis parasitica","Danielssen, 1890","1501082","Russian Exclusive economic Zone","77","77","Carlgren, O. (1942). Actiniaria Part II. Danish Ingolf-Expedition, 5, 12, 1-92","","","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
"100933","Allantactis parasitica","Danielssen, 1890","1501083","Russian Exclusive economic Zone","73.62","80.58","Carlgren, O. (1942). Actiniaria Part II. Danish Ingolf-Expedition, 5, 12, 1-92","146.304","","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
"100933","Allantactis parasitica","Danielssen, 1890","1499716","Russian Exclusive economic Zone","77.6","103.42","Carlgren, O. (1942). Actiniaria Part II. Danish Ingolf-Expedition, 5, 12, 1-92","9.144","18.288","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
"100933","Allantactis parasitica","Danielssen, 1890","1499717","Russian Exclusive economic Zone","76.87","116","Carlgren, O. (1942). Actiniaria Part II. Danish Ingolf-Expedition, 5, 12, 1-92","65.8368","","","","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Allantactis","","parasitica",""
