"AphiaID","ScientificName","Authority","DrID","Locality","Latitude","Longitude","Source","MinDepth","MaxDepth","UnacceptReason","UnacceptSource","Kingdom","Phylum","Class","Order","Family","Genus","Subgenus","Species","Subspecies"
"140895","Aartsenia candida","(Møller, 1842)","323388","North West Atlantic","","","North-West Atlantic Ocean species (NWARMS)","","","","","Animalia","Mollusca","Gastropoda","","Pyramidellidae","Aartsenia","","candida",""
"140895","Aartsenia candida","(Møller, 1842)","307920","European waters (ERMS scope)","","","Gofas, S.; Le Renard, J.; Bouchet, P. (2001). Mollusca. in: Costello, M.J. et al. (eds), European Register of Marine Species: a check-list of the marine species in Europe and a bibliography of guides to their identification. <em>Patrimoines Naturels.</em> 50: 180-213.","","","","","Animalia","Mollusca","Gastropoda","","Pyramidellidae","Aartsenia","","candida",""
"326194","Aberranta enigmatica","Hartman, 1965","831503","Atlantic Ocean","","","Fauchald, K. (2007). World Register of Polychaeta. ","","","","","Animalia","Annelida","Polychaeta","","Aberrantidae","Aberranta","","enigmatica",""
"326194","Aberranta enigmatica","Hartman, 1965","775120","Gulf of St. Lawrence","","","Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec","","","","","Animalia","Annelida","Polychaeta","","Aberrantidae","Aberranta","","enigmatica",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","630285","Gulf of Maine","","","North-West Atlantic Ocean species (NWARMS)","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","621186","Cobscook Bay","","","Trott, T. J. (2004). Cobscook Bay inventory: a historical checklist of marine invertebrates spanning 162 years. <em>Northeastern Naturalist.</em> 11, 261-324.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","606867","East North Atlantic","","","van der Land, J. (ed). (2008). UNESCO-IOC Register of Marine Organisms (URMO). ","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","562956","Wimereux","","","Muller, Y. (2004). Faune et flore du littoral du Nord, du Pas-de-Calais et de la Belgique: inventaire. [Coastal fauna and flora of the Nord, Pas-de-Calais and Belgium: inventory]. <em>Commission Régionale de Biologie Région Nord Pas-de-Calais: France.</em> 307 pp.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","700694","USA","","","Natural Geography in Shore Areas (NaGISA) database, compiled by Ann Knowlton.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","323389","North West Atlantic","","","North-West Atlantic Ocean species (NWARMS)","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","643588","Oostduinkerke","","","Simons, E.; Simons, G.; Corstanje, H. (1988). Report on the beach excursion at Oostduinkerke (Belgium) on 2 November 1988 [Verslag van de strandexcursie te Oostduinkerke op 2 november 1988]. De Strandvlo 8(4): 206-209","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","415428","Sandettie Bank","","","Leloup, E. (1933). Contribution à la connaissance des hydropolypes de la côte des Pays-Bas [Contribution to the knowladge of the hydropolyps of the Dutch coast]. <i>Bull. Mus. royal d'Hist. Nat. Belg./Med. Kon. Natuurhist. Mus. Belg. 9(45)</i>: 1-30","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","611373","Arctic Ocean","","","van der Land, J. (ed). (2008). UNESCO-IOC Register of Marine Organisms (URMO). ","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","700693","Arctic Ocean","","","Natural Geography in Shore Areas (NaGISA) database, compiled by Ann Knowlton.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","281662","Arctic Ocean","","","van der Land, J.; Vervoort, W.; Cairns, S.D.; Schuchert, P. (2001). Hydrozoa, <B><I>in</I></B>: Costello, M.J. <i>et al.</i> (Ed.) (2001). <i>European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification. Collection Patrimoines Naturels,</i> 50: pp. 112-120","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","401762","North Sea","","","Zühlke, R.; Alvsvåg, J.; De Boois, I.; Cotter, J.; Ehrich, S.; Ford, A.; Hinz, H.; Jarre-Teichmann, A.; Jennings, S.; Kröncke, I.; Lancaster, J.; Piet, G.; Prince, P. (2001). Epibenthic diversity in the North Sea. <i>Senckenb. Marit. 31(2)</i>: 269-281","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","279221","Mediterranean Sea","","","van der Land, J.; Vervoort, W.; Cairns, S.D.; Schuchert, P. (2001). Hydrozoa, <B><I>in</I></B>: Costello, M.J. <i>et al.</i> (Ed.) (2001). <i>European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification. Collection Patrimoines Naturels,</i> 50: pp. 112-120","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","405874","Oostende","","","Leloup, E. (1952). Contributions à l'étude de la faune belge: 19. Observations sur la crevette grise au large de la côte belge en 1949. [Contribution to the study on the Belgian fauna: 19. Observations on the brown shrimp along the Belgian coast in 1949]. <em>Bulletin de l'Institut royal des Sciences naturelles de Belgique.</em> 28 (1): 1-28.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","405003","Cap Gris Nez","","","Davoult, D.; Dewarumez, J.-M.; Luczak, C.; Migné, A. (1999). Nouvelles signalisations d'espèces benthiques sur les côtes françaises de la Manche orientale et de la Mer du Nord [New reports of benthic species from the french coasts of the eastern English Channel and the North Sea]. <i>Cah. Biol. Mar. 40(2)</i>: 121-127","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","409626","Doggersbank","","","Leloup, E. (1933). Contribution à la connaissance des hydropolypes de la côte des Pays-Bas [Contribution to the knowladge of the hydropolyps of the Dutch coast]. <i>Bull. Mus. royal d'Hist. Nat. Belg./Med. Kon. Natuurhist. Mus. Belg. 9(45)</i>: 1-30","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","642399","De Haan","","","d'Udekem d'Acoz, C. (1990). Notes on some organisms collected between Wenduine and De Haan on 3 March 1990 [Notes sur quelques organismes recueillis entre Wenduine et De Haan le 3 mars 1990]. De Strandvlo 10(3): 74-78 ","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","275140","European waters (ERMS scope)","","","van der Land, J.; Vervoort, W.; Cairns, S.D.; Schuchert, P. (2001). Hydrozoa, <B><I>in</I></B>: Costello, M.J. <i>et al.</i> (Ed.) (2001). <i>European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification. Collection Patrimoines Naturels,</i> 50: pp. 112-120","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","413116","Dutch Exclusive  Economic Zone","","","Leloup, E. (1933). Contribution à la connaissance des hydropolypes de la côte des Pays-Bas [Contribution to the knowladge of the hydropolyps of the Dutch coast]. <i>Bull. Mus. royal d'Hist. Nat. Belg./Med. Kon. Natuurhist. Mus. Belg. 9(45)</i>: 1-30","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","727646","Irish Exclusive economic Zone","","","Guiry, M.D. & Guiry, G.M. (2011). Species.ie version 1.0. World-wide electronic publication, National University of Ireland, Galway (version of 15 March 201.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","404576","Belgian Exclusive Economic Zone","","","Leloup, E. (1952). Coelentérés [Coelenterata]. <em>Institut royal des Sciences naturelles de Belgique: Brussels, Belgium.</em> 283 pp.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","404430","Belgian Exclusive Economic Zone","","","Prenant, M. (1931). Sur une collection de bryozoaires de la Mer du Nord appartenant au Musée Royal d'Histoire Naturelle de Belgique [On a collection of bryozoans of the North Sea belonging to the Musée Royal D'Histoire Naturelle de Belgique]. <i>Bull. Mus. royal d'Hist. Nat. Belg./Med. Kon. Natuurhist. Mus. Belg. 7(17)</i>: 1-6","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117870","Abietinaria abietina","(Linnaeus, 1758)","403696","Belgian Exclusive Economic Zone","","","Engledow, H.; Spanoghe, G.; Volckaert, A.; Coppejans, E.; Degraer, S.; Vincx, M.; Hoffmann, M. (2001). Onderzoek naar (1) de fysische karakterisatie en (2) de biodiversiteit van strandhoofden en andere harde constructies langs de Belgische kust: eindrapport van de onderhandse overeenkomst dd. 17.02.2000 i.o.v. de Afdeling Waterwegen Kust van het Ministerie van de Vlaamse Gemeenschap, Departement Leefmilieu en infrastructuur, Administratie Waterwegen en Zeewezen [Research on (1) the physical characterization and (2) the biodiversity of groins and other hard constructions along the Belgian coast: final report]. <em>Rapport Instituut voor Natuurbehoud, 2001.20. Universiteit Gent/Instituut voor Natuurbehoud: Gent & Brussel, Belgium.</em> 110 + annexes pp.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","abietina",""
"117871","Abietinaria filicula","(Ellis & Solander, 1786)","275141","European waters (ERMS scope)","","","van der Land, J.; Vervoort, W.; Cairns, S.D.; Schuchert, P. (2001). Hydrozoa, <B><I>in</I></B>: Costello, M.J. <i>et al.</i> (Ed.) (2001). <i>European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification. Collection Patrimoines Naturels,</i> 50: pp. 112-120","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","filicula",""
"117871","Abietinaria filicula","(Ellis & Solander, 1786)","409748","East Coast of England","","","Hayward, P.J. & J.S. Ryland (Eds.). (1990). The marine fauna of the British Isles and North-West Europe: 1. Introduction and protozoans to arthropods. <em>Clarendon Press: Oxford, UK.</em> 627 pp.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","filicula",""
"117871","Abietinaria filicula","(Ellis & Solander, 1786)","407878","Boulogne-sur-Mer","","","Leloup, E. (1933). Contribution à la connaissance des hydropolypes de la côte des Pays-Bas [Contribution to the knowladge of the hydropolyps of the Dutch coast]. <i>Bull. Mus. royal d'Hist. Nat. Belg./Med. Kon. Natuurhist. Mus. Belg. 9(45)</i>: 1-30","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","filicula",""
"117871","Abietinaria filicula","(Ellis & Solander, 1786)","281663","Arctic Ocean","","","van der Land, J.; Vervoort, W.; Cairns, S.D.; Schuchert, P. (2001). Hydrozoa, <B><I>in</I></B>: Costello, M.J. <i>et al.</i> (Ed.) (2001). <i>European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification. Collection Patrimoines Naturels,</i> 50: pp. 112-120","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","filicula",""
"117871","Abietinaria filicula","(Ellis & Solander, 1786)","610988","Arctic Ocean","","","van der Land, J. (ed). (2008). UNESCO-IOC Register of Marine Organisms (URMO). ","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","filicula",""
"117871","Abietinaria filicula","(Ellis & Solander, 1786)","323390","North West Atlantic","","","North-West Atlantic Ocean species (NWARMS)","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","filicula",""
"117871","Abietinaria filicula","(Ellis & Solander, 1786)","411870","Isle of Man","","","Hayward, P.J. & J.S. Ryland (Eds.). (1990). The marine fauna of the British Isles and North-West Europe: 1. Introduction and protozoans to arthropods. <em>Clarendon Press: Oxford, UK.</em> 627 pp.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","filicula",""
"117871","Abietinaria filicula","(Ellis & Solander, 1786)","611374","North Pacific","","","van der Land, J. (ed). (2008). UNESCO-IOC Register of Marine Organisms (URMO). ","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","filicula",""
"117871","Abietinaria filicula","(Ellis & Solander, 1786)","606870","East North Atlantic","","","van der Land, J. (ed). (2008). UNESCO-IOC Register of Marine Organisms (URMO). ","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","filicula",""
"117871","Abietinaria filicula","(Ellis & Solander, 1786)","621187","Cobscook Bay","","","Trott, T. J. (2004). Cobscook Bay inventory: a historical checklist of marine invertebrates spanning 162 years. <em>Northeastern Naturalist.</em> 11, 261-324.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","filicula",""
"117871","Abietinaria filicula","(Ellis & Solander, 1786)","630286","Gulf of Maine","","","North-West Atlantic Ocean species (NWARMS)","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","filicula",""
"117871","Abietinaria filicula","(Ellis & Solander, 1786)","749587","St. Lawrence Estuary","","","Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","filicula",""
"117871","Abietinaria filicula","(Ellis & Solander, 1786)","749233","Manicouagan","","","Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","filicula",""
"117873","Abietinaria pulchra","(Nutting, 1904)","562202","Kara Sea","","","Schuchert, P. (2000). Hydrozoa (Cnidaria) of Iceland collected by the BIOICE programme. <em>Sarsia.</em> 85(5-6): 411-438.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","pulchra",""
"117873","Abietinaria pulchra","(Nutting, 1904)","391509","North West Atlantic","","","van der Land, J.; Vervoort, W.; Cairns, S.D.; Schuchert, P. (2001). Hydrozoa, <B><I>in</I></B>: Costello, M.J. <i>et al.</i> (Ed.) (2001). <i>European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification. Collection Patrimoines Naturels,</i> 50: pp. 112-120","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","pulchra",""
"117873","Abietinaria pulchra","(Nutting, 1904)","562226","Spitsbergen","","","Schuchert, P. (2000). Hydrozoa (Cnidaria) of Iceland collected by the BIOICE programme. <em>Sarsia.</em> 85(5-6): 411-438.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","pulchra",""
"117873","Abietinaria pulchra","(Nutting, 1904)","606876","Arctic Ocean","","","van der Land, J. (ed). (2008). UNESCO-IOC Register of Marine Organisms (URMO). ","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","pulchra",""
"117873","Abietinaria pulchra","(Nutting, 1904)","281664","Arctic Ocean","","","Schuchert, P. (2000). Hydrozoa (Cnidaria) of Iceland collected by the BIOICE programme. <em>Sarsia.</em> 85(5-6): 411-438.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","pulchra",""
"117873","Abietinaria pulchra","(Nutting, 1904)","562204","White Sea","","","Schuchert, P. (2000). Hydrozoa (Cnidaria) of Iceland collected by the BIOICE programme. <em>Sarsia.</em> 85(5-6): 411-438.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","pulchra",""
"117873","Abietinaria pulchra","(Nutting, 1904)","562205","Barents Sea","","","Schuchert, P. (2000). Hydrozoa (Cnidaria) of Iceland collected by the BIOICE programme. <em>Sarsia.</em> 85(5-6): 411-438.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","pulchra",""
"117873","Abietinaria pulchra","(Nutting, 1904)","561947","Iceland","","","Schuchert, P.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","pulchra",""
"117873","Abietinaria pulchra","(Nutting, 1904)","562197","Iceland","","","Schuchert, P. (2000). Hydrozoa (Cnidaria) of Iceland collected by the BIOICE programme. <em>Sarsia.</em> 85(5-6): 411-438.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","pulchra",""
"117873","Abietinaria pulchra","(Nutting, 1904)","562207","Greenland","","","Schuchert, P. (2000). Hydrozoa (Cnidaria) of Iceland collected by the BIOICE programme. <em>Sarsia.</em> 85(5-6): 411-438.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","pulchra",""
"117873","Abietinaria pulchra","(Nutting, 1904)","293279","European waters (ERMS scope)","","","van der Land, J.; Vervoort, W.; Cairns, S.D.; Schuchert, P. (2001). Hydrozoa, <B><I>in</I></B>: Costello, M.J. <i>et al.</i> (Ed.) (2001). <i>European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification. Collection Patrimoines Naturels,</i> 50: pp. 112-120","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","pulchra",""
"117873","Abietinaria pulchra","(Nutting, 1904)","562210","Canada","","","Schuchert, P. (2000). Hydrozoa (Cnidaria) of Iceland collected by the BIOICE programme. <em>Sarsia.</em> 85(5-6): 411-438.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","pulchra",""
"117873","Abietinaria pulchra","(Nutting, 1904)","562223","Okhotsk Sea","","","Schuchert, P. (2000). Hydrozoa (Cnidaria) of Iceland collected by the BIOICE programme. <em>Sarsia.</em> 85(5-6): 411-438.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","pulchra",""
"117873","Abietinaria pulchra","(Nutting, 1904)","562200","Laptev Sea","","","Schuchert, P. (2000). Hydrozoa (Cnidaria) of Iceland collected by the BIOICE programme. <em>Sarsia.</em> 85(5-6): 411-438.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","pulchra",""
"117873","Abietinaria pulchra","(Nutting, 1904)","562199","Bering Sea","","","Schuchert, P. (2000). Hydrozoa (Cnidaria) of Iceland collected by the BIOICE programme. <em>Sarsia.</em> 85(5-6): 411-438.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","pulchra",""
"117873","Abietinaria pulchra","(Nutting, 1904)","562198","Vancouver Island","","","Schuchert, P. (2000). Hydrozoa (Cnidaria) of Iceland collected by the BIOICE programme. <em>Sarsia.</em> 85(5-6): 411-438.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","pulchra",""
"117873","Abietinaria pulchra","(Nutting, 1904)","562218","Chuki Sea","","","Schuchert, P. (2000). Hydrozoa (Cnidaria) of Iceland collected by the BIOICE programme. <em>Sarsia.</em> 85(5-6): 411-438.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","pulchra",""
"117873","Abietinaria pulchra","(Nutting, 1904)","562231","East Siberian Sea","","","Schuchert, P. (2000). Hydrozoa (Cnidaria) of Iceland collected by the BIOICE programme. <em>Sarsia.</em> 85(5-6): 411-438.","","","","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Sertulariidae","Abietinaria","","pulchra",""
"159246","Ablennes hians","(Valenciennes, 1846)","672484","Gulf of Mexico","","","Felder, D.L. & D.K. Camp (Eds.). (2009). Gulf of Mexico: origin, waters, and biota. Volume 1, Biodiversity. <em>Texas A&M University Press,.</em> 1393 pp.","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","323392","North West Atlantic","","","North-West Atlantic Ocean species (NWARMS)","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","541903","Kenyan Exclusive Economic Zone","","","Froese, R. & D. Pauly (Editors). (2023). FishBase. World Wide Web electronic publication. version (02/2023).","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","535922","Kenyan Exclusive Economic Zone","","","De Troch, M.; Mees, J.; Papadopoulos; Wakwabi, E. (1996). Fish communities in tropical Bay (Gazi Bay, Kenya) : seagrass beds versus unvegetated areas. ","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","503624","Mozambican Exclusive Economic Zone","","","Froese, R. & D. Pauly (Editors). (2023). FishBase. World Wide Web electronic publication. version (02/2023).","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","541882","Mozambican Exclusive Economic Zone","","","Froese, R. & D. Pauly (Editors). (2023). FishBase. World Wide Web electronic publication. version (02/2023).","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","541891","Somali Exclusive Economic Zone","","","Froese, R. & D. Pauly (Editors). (2023). FishBase. World Wide Web electronic publication. version (02/2023).","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","662180","New Zealand Exclusive Economic Zone","","","King, C.M.; Roberts, C.D.; Bell, B.D.; Fordyce, R.E.; Nicoll, R.S.; Worthy, T.H.; Paulin, C.D.; Hitchmough, R.A.; Keyes, I.W.; Baker, A.N.; Stewart, A.L.; Hiller, N.; McDowall, R.M.; Holdaway, R.N.; McPhee, R.P.; Schwarzhans, W.W.; Tennyson, A.J.D.; Rust, S.; Macadie, I. (2009). Phylum Chordata: lancelets, fishes, amphibians, reptiles, birds, mammals. <em>in: Gordon, D.P. (Ed.) (2009). New Zealand inventory of biodiversity: 1. Kingdom Animalia: Radiata, Lophotrochozoa, Deuterostomia.</em> pp. 431-554.","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","541919","Comoran Exclusive Economic Zone","","","Froese, R. & D. Pauly (Editors). (2023). FishBase. World Wide Web electronic publication. version (02/2023).","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","541899","Seychellois Exclusive Economic Zone","","","Froese, R. & D. Pauly (Editors). (2023). FishBase. World Wide Web electronic publication. version (02/2023).","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","541879","Réunion Exclusive Economic Zone","","","Froese, R. & D. Pauly (Editors). (2023). FishBase. World Wide Web electronic publication. version (02/2023).","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","523514","Réunion Exclusive Economic Zone","","","Letourneur, Y.; Harmelin-Vivien, M.; Galzin, R. (1993). Impact of hurricane Firinga on fish community structure on fringing reefs of Reunion Island, S.W. Indian Ocean. <em>Environmental Biology of Fishes.</em> 37: 109-120.","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","541895","Madagascar","","","Froese, R. & D. Pauly (Editors). (2023). FishBase. World Wide Web electronic publication. version (02/2023).","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","541875","South Africa (country)","","","Froese, R. & D. Pauly (Editors). (2023). FishBase. World Wide Web electronic publication. version (02/2023).","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","541914","Tanzanian Exclusive Economic Zone","","","Froese, R. & D. Pauly (Editors). (2023). FishBase. World Wide Web electronic publication. version (02/2023).","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","541910","Cargados Carajos","","","Froese, R. & D. Pauly (Editors). (2023). FishBase. World Wide Web electronic publication. version (02/2023).","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","541907","Chagos","","","Froese, R. & D. Pauly (Editors). (2023). FishBase. World Wide Web electronic publication. version (02/2023).","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","1433792","Israeli part of the Mediterranean Sea - Eastern Basin","","","Golani, D. (2019). First record of the flat needlefish Ablennes hians (Valenciennes, 1846) in the Mediterranean Sea (Osteichthyes, Beloniformes, Belonidae). <em>BioInvasions Records.</em> 8(2): 410-412.","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","632613","Gulf of Maine","","","North-West Atlantic Ocean species (NWARMS)","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
"159246","Ablennes hians","(Valenciennes, 1846)","541887","Mauritian Exclusive Economic Zone","","","Froese, R. & D. Pauly (Editors). (2023). FishBase. World Wide Web electronic publication. version (02/2023).","","","","","Animalia","Chordata","Teleostei","Beloniformes","Belonidae","Ablennes","","hians",""
